volMax pesoMax custo matricula
287 304 15787 CV53PM
288 346 13476 KJ38FD
259 310 16154 MQ51EL
368 308 16575 UF53JD
265 274 14952 HT13PJ
365 301 13406 KU17AC
376 262 16090 KD04LG
335 265 15168 AM55HO
278 386 16833 ZE28OQ
262 384 15363 VC09WQ
296 271 13742 SF70JO
395 315 16790 HX62OT
395 315 16790 LR22BY
296 271 13742 BL21AP
366 375 15556 OX42YD
268 346 14777 ND15IA
259 310 16154 FG82NR
278 386 16833 TN12VZ
262 389 15106 YT86LU
255 275 13025 DB93FL
285 258 13044 PV60EG
253 386 13481 XW92NT
308 371 13865 PF36XK
310 387 14105 UG95YL
259 310 16154 QP23RX
370 366 13618 KJ30VR
308 371 13865 KJ98IJ
259 310 16154 UT23IB
287 304 15787 FK45RO
368 308 16575 PS69EQ
325 316 13378 JD31HN
262 389 15106 XO16QM
258 289 14932 RI88WD
388 268 14521 BY63QF
355 322 13718 ND23SG
292 316 16581 MB43ZO
388 268 14521 TK69GW
310 387 14105 VB39ZL
398 378 15048 WH81OO
391 395 13796 ZS64JZ
394 379 13241 BM01OM
360 331 15444 WK88XS
376 262 16090 YC12RG
277 399 14862 QM30PQ
287 342 15977 WP37ZD
281 287 14581 GS24MR
308 371 13865 UL75YJ
382 304 14967 XC91FD
365 259 16982 LC68PI
394 351 15473 YQ08DY
343 277 15226 WY84IY
394 351 15473 KJ26BQ
277 399 14862 DV05IG
335 265 15168 UE74AR
385 254 14819 RE03XX
344 306 14015 GK49EU
365 259 16982 KC33BU
336 345 14342 QH07DH
310 387 14105 SP86IG
278 386 16833 IJ87RZ
262 384 15363 PI19NE
259 310 16154 XS54FZ
335 381 15531 ZW76BP
376 262 16090 NA75VW
344 306 14015 MJ12AO
288 346 13476 LA49DJ
296 271 13742 QF83OV
382 304 14967 FA56KS
310 387 14105 KO97QE
310 387 14105 ON68CA
382 304 14967 DI43HP
382 304 14967 IT01LJ
292 316 16581 SE12GF
336 345 14342 NH67BC
256 289 14860 SE42AK
388 268 14521 AN13IW
355 322 13718 LY62NN
368 308 16575 UQ62OY
310 387 14105 FK22CI
281 287 14581 LK60FB
365 301 13406 GX65SB
365 301 13406 VD64GC
344 306 14015 YF47WU
262 389 15106 ZQ38NF
309 377 15136 MP80NL
287 304 15787 SZ88RT
253 386 13481 QQ41FP
366 375 15556 YU22TZ
376 262 16090 KY06BM
255 275 13025 ZH05FI
376 262 16090 UT85UF
281 287 14581 AY34PU
365 259 16982 NR79UE
262 384 15363 CQ87WU
366 375 15556 VC02GY
360 331 15444 TM22DF
335 381 15531 KS02JR
256 289 14860 HY76QP
287 342 15977 LA66JB
268 346 14777 CB54TQ
344 306 14015 LP88BR
258 289 14932 HL86ZY
385 254 14819 ON20CR
288 346 13476 DD08ZH
310 387 14105 BK50BP
256 289 14860 NV76NS
292 289 14548 UW48TN
255 275 13025 MN11YO
277 399 14862 BO48XK
397 321 13931 YH53TL
388 268 14521 VN61RR
309 377 15136 HZ56SN
370 366 13618 QR86SO
395 315 16790 JR43KJ
335 381 15531 EJ80KO
365 301 13406 YB73OL
253 386 13481 FZ05KQ
328 398 13956 CJ42VJ
394 351 15473 CS24XC
325 316 13378 BM66PQ
336 345 14342 KX23BD
310 387 14105 ML36NV
258 289 14932 IZ80PO
393 377 16543 OE93SW
278 386 16833 ZT61YM
277 399 14862 ZV63EX
378 272 15057 UH53CY
285 258 13044 YX50CY
336 345 14342 MH96IS
285 258 13044 SP79HU
259 310 16154 YL92PC
262 389 15106 BW22ED
328 398 13956 LA77QF
287 342 15977 VC95HT
385 254 14819 TA80KW
268 346 14777 RH53ES
281 287 14581 AW03DV
310 387 14105 DO08RR
287 342 15977 MT77SE
382 304 14967 HV86EG
268 346 14777 QE50WO
262 384 15363 QR33YV
365 301 13406 QR57CV
395 315 16790 MK82WR
287 304 15787 SO42LX
288 346 13476 VY87VK
398 378 15048 GJ11YP
344 306 14015 GW81XN
391 395 13796 XX47NB
262 384 15363 NT38TA
382 304 14967 ZF56EX
308 371 13865 FQ14JL
376 262 16090 YF74RG
328 398 13956 TB79YL
388 268 14521 BW85YA
268 346 14777 OZ74UL
296 271 13742 NT46VK
376 262 16090 LZ52NT
366 375 15556 RF76NY
335 383 16287 RV91KH
365 301 13406 YM99WE
395 315 16790 GI66SY
262 384 15363 XS87QJ
296 271 13742 GF14KW
278 386 16833 ZR55AE
265 274 14952 GA91BP
328 398 13956 EM48FJ
343 277 15226 SR68KF
344 306 14015 EZ91ZC
296 271 13742 EU23IW
296 271 13742 JB81TS
287 342 15977 SF34OY
292 289 14548 NL57WX
395 315 16790 DX34KF
268 346 14777 LS68NV
262 384 15363 NF27ZL
310 387 14105 EE57UK
355 322 13718 IA20JE
398 378 15048 HU61GQ
398 378 15048 ZB88OI
378 272 15057 UN91ZE
394 351 15473 WG84YT
292 316 16581 AA37BD
376 262 16090 FV03RN
388 268 14521 LO76ZI
388 268 14521 CQ47TU
288 346 13476 GS49IR
259 310 16154 GG49LJ
292 289 14548 GP23BM
335 383 16287 JE88SD
278 386 16833 SP02WC
256 289 14860 AS60ED
336 345 14342 FW50AN
253 386 13481 UJ65KA
394 379 13241 VO56DK
376 262 16090 TG41PG
395 315 16790 QS76RQ
255 275 13025 TW05CM
310 387 14105 ZM68DQ
309 377 15136 DX92CB
370 366 13618 UA77SC
344 306 14015 RV22AS
397 321 13931 QJ68AC
262 389 15106 JN99JH
336 345 14342 ZN16LV
344 306 14015 EJ50UV
308 371 13865 UU00OG
277 399 14862 GU87FU
335 381 15531 VZ85YB
395 315 16790 XR54FH
262 384 15363 HT13FN
388 268 14521 IH50OY
285 258 13044 CH80ZM
335 381 15531 CG83DD
393 377 16543 SD92GB
344 306 14015 RM00KL
360 331 15444 MU61DB
335 383 16287 ST64IG
388 268 14521 FU73DF
287 304 15787 GN17KJ
253 386 13481 HT81OP
360 331 15444 VF57GD
335 381 15531 NA37QI
278 386 16833 MY82XY
391 395 13796 NQ40NO
335 381 15531 HK55DH
378 272 15057 JZ82KS
365 301 13406 SY84SY
388 268 14521 IH19PH
394 351 15473 HE54WU
393 377 16543 GE31RQ
393 377 16543 WO33JL
336 345 14342 AD82WH
382 304 14967 GB27UL
287 342 15977 TB44VL
365 259 16982 CJ87TN
287 342 15977 IZ12LF
378 272 15057 WB30EN
278 386 16833 JA30NY
255 275 13025 EE57KW
395 315 16790 AW93UV
385 254 14819 CD62IC
277 399 14862 EV75VH
394 379 13241 XM42TJ
394 351 15473 EJ57XR
281 287 14581 OQ36FN
288 346 13476 KB51HE
288 346 13476 IB69KP
287 342 15977 MG58RX
308 371 13865 KZ08PG
393 377 16543 IV46TA
388 268 14521 ST39LW
277 399 14862 DI87ME
258 289 14932 ST01SI
388 268 14521 AJ37BL
253 386 13481 JM03VM
253 386 13481 RU64JU
385 254 14819 KK12YL
335 383 16287 YK44XQ
278 386 16833 VB39VZ
265 274 14952 RV35ID
397 321 13931 BJ01OF
310 387 14105 GN49IY
385 254 14819 LE37LF
328 398 13956 GL66QR
376 262 16090 AI32WP
378 272 15057 AW27NM
265 274 14952 ES73YL
262 384 15363 ED29PZ
355 322 13718 YV75FQ
370 366 13618 VQ01VU
281 287 14581 MZ20RL
385 254 14819 QV83EO
366 375 15556 ZA55JO
343 277 15226 TA37UG
335 381 15531 ZW17LE
325 316 13378 XL64BE
382 304 14967 SL49RD
365 259 16982 PH04SQ
335 381 15531 SC72FR
382 304 14967 RY21DN
393 377 16543 WW65VB
268 346 14777 LP99ST
309 377 15136 FR11QM
368 308 16575 OW18FV
265 274 14952 XH78JT
344 306 14015 HH09LM
310 387 14105 LH48JQ
292 289 14548 WB67QD
395 315 16790 WC17ZV
292 316 16581 XI67LB
343 277 15226 ER23EX
398 378 15048 QA59UD
328 398 13956 EY30LP
360 331 15444 EB43UP
277 399 14862 KV45KR
343 277 15226 RI77VA
285 258 13044 HU00ZJ
360 331 15444 UY49QV
385 254 14819 HC52QP
288 346 13476 GP28FY
287 304 15787 SS92DP
292 316 16581 MD85KM
366 375 15556 NL24ME
394 351 15473 PK28KV
310 387 14105 ZP33TR
394 351 15473 OP90HH
292 316 16581 QU60UH
259 310 16154 XQ99WJ
382 304 14967 XN30WT
262 384 15363 GM57OQ
398 378 15048 OW49YF
394 351 15473 XO13HW
335 265 15168 GI76AL
262 384 15363 LN98FX
370 366 13618 DO84RL
256 289 14860 UK17OX
376 262 16090 TW60WQ
265 274 14952 BE01OT
287 342 15977 ZW19XK
262 384 15363 QJ88DK
262 384 15363 CS58ZK
288 346 13476 ZY73KE
382 304 14967 JJ47TG
259 354 13356 MP34PF
268 346 14777 HZ97UW
259 354 13356 XZ53BI
360 331 15444 XX33NE
281 287 14581 QG22ZF
278 386 16833 LQ91GI
365 301 13406 PS52IP
262 384 15363 ZR36BN
328 398 13956 FP16RB
292 316 16581 PE19UU
394 351 15473 TO79EC
365 259 16982 SH21FD
296 271 13742 FN11SF
365 259 16982 OT46GE
365 301 13406 UI07NM
355 322 13718 TS99SU
393 377 16543 NO58PH
382 304 14967 JI45UY
265 274 14952 UF84HS
308 371 13865 WX76IC
395 315 16790 MS45DI
296 271 13742 TT03VD
287 304 15787 CV28RP
394 351 15473 QO21GX
265 274 14952 QJ85YE
310 387 14105 FY23QU
365 301 13406 IQ08WY
382 304 14967 ZG05NF
398 378 15048 WS41FO
335 383 16287 ZT63HW
366 375 15556 LN88KH
265 274 14952 UM13US
278 386 16833 OP43TH
281 287 14581 FT07AG
309 377 15136 NX39JG
360 331 15444 LR46ZY
287 304 15787 SV01JG
328 398 13956 DB79UA
309 377 15136 PV01ZC
265 274 14952 QU42NG
309 377 15136 SZ62IA
310 387 14105 ZA82BS
376 262 16090 EE69WP
394 379 13241 TI86OB
258 289 14932 EA39YL
308 371 13865 NV60QA
395 315 16790 ZQ92GC
335 383 16287 UV30PK
368 308 16575 SO62BM
368 308 16575 AT13CD
259 310 16154 OG07BX
343 277 15226 RX33VU
325 316 13378 KA11UC
391 395 13796 HF72JE
370 366 13618 CC14EU
376 262 16090 KB26AF
296 271 13742 ZR18WQ
256 289 14860 KZ73LT
255 275 13025 IG28HW
328 398 13956 AW03FH
394 379 13241 LQ73QG
382 304 14967 QC75SQ
365 259 16982 AR31IZ
255 275 13025 AM00OI
378 272 15057 CO93CF
335 265 15168 LH86VC
285 258 13044 AA38OE
385 254 14819 ZI53CV
328 398 13956 YV49ER
344 306 14015 MY29MA
292 316 16581 VM38GR
292 316 16581 AM77MQ
393 377 16543 MQ77HB
253 386 13481 OR40PK
310 387 14105 JU15QY
394 351 15473 JX32FG
288 346 13476 QB73CQ
308 371 13865 NZ16WP
262 384 15363 DB08EI
365 259 16982 WV66SD
259 310 16154 DZ25NQ
287 304 15787 TX61PY
382 304 14967 XO36NP
292 316 16581 BG77UJ
394 379 13241 DA32FU
281 287 14581 LW46KR
278 386 16833 AA98IK
398 378 15048 XX40MD
288 346 13476 AB43AB
365 259 16982 TM87KS
262 384 15363 FM40HT
258 289 14932 AR29RE
259 354 13356 XM74EJ
328 398 13956 CG22RJ
335 383 16287 PT00SA
262 384 15363 PD95UB
255 275 13025 WW60SV
308 371 13865 PG50AH
287 304 15787 HV64RR
258 289 14932 LK36JW
343 277 15226 OC19GB
253 386 13481 IT65YP
255 275 13025 JS52DK
385 254 14819 LR57XC
256 289 14860 VQ20MD
287 304 15787 RQ83TB
265 274 14952 RT34RW
287 342 15977 UE80MQ
344 306 14015 LC32MY
388 268 14521 LZ15MI
393 377 16543 FL87PG
366 375 15556 HS26PE
343 277 15226 KH69DY
394 379 13241 PJ39CW
335 383 16287 TR62SL
336 345 14342 XV25XA
292 289 14548 KG14PO
308 371 13865 YO57YQ
325 316 13378 EE69BR
344 306 14015 CO01KN
253 386 13481 FD89IZ
259 354 13356 DW68UO
258 289 14932 AF66XA
395 315 16790 WE26VP
366 375 15556 MY44IF
335 383 16287 HL16TT
277 399 14862 CV06OT
378 272 15057 LM52CL
296 271 13742 MR55FQ
398 378 15048 UQ64TD
258 289 14932 QQ58LB
365 301 13406 AH62GN
310 387 14105 GJ66XY
397 321 13931 EU19JZ
292 289 14548 TX54KI
382 304 14967 HN55CM
378 272 15057 VC02LJ
309 377 15136 VR79GZ
398 378 15048 II51SS
388 268 14521 AR89ZI
398 378 15048 CG13YK
287 342 15977 IS42VW
393 377 16543 NA33IL
398 378 15048 NR58VL
255 275 13025 PE98FQ
395 315 16790 GF47EU
394 351 15473 WL83EI
253 386 13481 NX52UK
336 345 14342 YP68EQ
335 381 15531 DH40JH
259 310 16154 XB17CU
388 268 14521 GK16VY
259 310 16154 PW71FV
335 381 15531 CZ57ML
256 289 14860 WS34AK
256 289 14860 SE55HA
288 346 13476 WH46WH
268 346 14777 GF74NX
378 272 15057 HT80PU
287 304 15787 SV42NG
344 306 14015 GX64FR
287 342 15977 NV75HH
296 271 13742 TF42MP
256 289 14860 EH78XX
310 387 14105 BK85SW
355 322 13718 YG88GV
397 321 13931 EC18NI
256 289 14860 VL67QI
258 289 14932 PN49VB
388 268 14521 DI95OM
335 381 15531 TR75WA
391 395 13796 WG29GE
365 301 13406 KF04WZ
255 275 13025 YX26OZ
309 377 15136 NF02HJ
388 268 14521 MQ81RY
335 265 15168 RL54QV
395 315 16790 CM13SW
391 395 13796 KB80TJ
259 354 13356 LO86TR
376 262 16090 WL82GU
278 386 16833 NJ02TH
265 274 14952 LK58GT
395 315 16790 BD88BD
281 287 14581 PS94GJ
385 254 14819 FI36DA
365 301 13406 HI02HU
343 277 15226 SD74ZJ
287 342 15977 WQ23WL
277 399 14862 CF39BV
281 287 14581 FY67KM
277 399 14862 GI16FG
378 272 15057 YS89KU
281 287 14581 RO41YA
265 274 14952 TD11AZ
328 398 13956 TR13KS
385 254 14819 QE08GN
394 351 15473 AK53WA
292 289 14548 BV42GO
335 383 16287 ZN68GP
335 381 15531 UV38MQ
382 304 14967 WD25EP
258 289 14932 UL43PE
398 378 15048 BN92XB
336 345 14342 YJ42FB
281 287 14581 ID92MB
360 331 15444 IQ00KN
309 377 15136 WP56DC
391 395 13796 BN86RL
360 331 15444 SF95JD
370 366 13618 QE02FN
262 384 15363 XG81AX
287 342 15977 WQ53CE
343 277 15226 XW86TN
278 386 16833 YC95GT
259 310 16154 KO11MO
259 310 16154 NH31VG
382 304 14967 EK67CB
378 272 15057 XK75MP
376 262 16090 IR49CG
265 274 14952 MJ74OV
382 304 14967 GY14OS
277 399 14862 WB90XO
344 306 14015 LF30MS
368 308 16575 FY49NY
277 399 14862 VW00ZI
292 316 16581 YQ87CT
344 306 14015 DY71NQ
288 346 13476 ZE34MS
365 301 13406 ZD74UO
287 342 15977 PQ13OR
288 346 13476 JZ09QD
287 304 15787 EM54AY
277 399 14862 QM54RX
287 304 15787 RX89NQ
394 379 13241 GD23LL
344 306 14015 MA08QH
391 395 13796 IU81SF
368 308 16575 QJ55UL
310 387 14105 XH35FD
365 259 16982 CI76EN
287 304 15787 GC06FA
335 381 15531 FT67WK
398 378 15048 JF30VB
258 289 14932 FW86HM
397 321 13931 EQ06UK
388 268 14521 VJ54FH
365 301 13406 NY44YT
292 289 14548 YB77PZ
376 262 16090 TB21EZ
253 386 13481 CU47AG
365 301 13406 GK76KK
265 274 14952 YX98JX
281 287 14581 HB29XF
268 346 14777 MP41UO
336 345 14342 VT72MX
253 386 13481 UA07NF
285 258 13044 QL38NY
309 377 15136 VX96GO
288 346 13476 MG40YM
335 383 16287 FE15QN
259 310 16154 HJ21TK
335 381 15531 NS60GN
265 274 14952 DD36MS
259 310 16154 WA24BZ
335 381 15531 RR38YV
391 395 13796 BU07KB
393 377 16543 AI43QS
376 262 16090 YW29CF
310 387 14105 OE50MW
393 377 16543 TI20HY
366 375 15556 NZ69LZ
360 331 15444 MX85GV
360 331 15444 HQ43XX
328 398 13956 JX47YZ
397 321 13931 JK02AV
262 384 15363 VX36MV
268 346 14777 QF70QS
368 308 16575 MC94MQ
368 308 16575 GR84NJ
343 277 15226 CE81ZS
265 274 14952 PW63DF
385 254 14819 ZV19PO
292 316 16581 HL25CA
281 287 14581 HB05EJ
310 387 14105 LC06LM
292 289 14548 WJ93EF
368 308 16575 BT03BS
268 346 14777 SS49VN
335 383 16287 LC75HK
328 398 13956 AR09AT
256 289 14860 DZ57ZE
308 371 13865 HI42KY
335 383 16287 UK16CE
378 272 15057 YM47XH
365 301 13406 DQ28VA
336 345 14342 PV61OF
393 377 16543 MF41KX
343 277 15226 UN18QK
309 377 15136 LG48IT
378 272 15057 FT06PL
259 354 13356 NB76XV
344 306 14015 MO91KL
344 306 14015 HH13TB
292 289 14548 QI56ST
310 387 14105 MB58IZ
368 308 16575 WS40DR
385 254 14819 HY50TJ
344 306 14015 BJ08PD
366 375 15556 OU32UI
277 399 14862 CZ45CT
335 383 16287 TV17HE
335 265 15168 PS88HX
258 289 14932 ZP38EE
288 346 13476 WN60DB
278 386 16833 IZ78ZA
262 389 15106 KA40UZ
395 315 16790 ZB17DY
335 383 16287 WZ88BV
365 301 13406 DB28ZC
395 315 16790 JK07JO
258 289 14932 KW44MX
336 345 14342 FZ19JE
335 383 16287 KB05QA
382 304 14967 ZT81CS
335 265 15168 QO49IP
366 375 15556 XE65XH
287 304 15787 NB80WQ
255 275 13025 VT10MQ
393 377 16543 TH78IA
287 304 15787 IP48XU
287 342 15977 RH27XG
287 342 15977 OJ74NW
393 377 16543 QJ79TC
394 379 13241 AU77RD
278 386 16833 ZX75KD
328 398 13956 HZ26GH
277 399 14862 OS73HW
255 275 13025 UG64BX
360 331 15444 YR30EV
366 375 15556 EQ46ID
394 351 15473 JO20UA
310 387 14105 RL96CS
370 366 13618 EH48XQ
393 377 16543 CD14QI
253 386 13481 JH72VQ
292 289 14548 ZK92DI
398 378 15048 VA63BU
296 271 13742 RD82BL
256 289 14860 FN34MB
262 384 15363 SX65HR
292 289 14548 KX41DG
288 346 13476 VC56RE
325 316 13378 WV08IQ
343 277 15226 TG42DL
292 316 16581 GR89WT
391 395 13796 IA41QB
328 398 13956 AR50WG
262 389 15106 FG40QS
310 387 14105 TQ50ZV
344 306 14015 JK30TY
281 287 14581 ZE87PQ
325 316 13378 IN55TG
378 272 15057 BC71LP
388 268 14521 UU30XO
309 377 15136 WG25PP
325 316 13378 LN19SX
343 277 15226 DR14TN
310 387 14105 VE28VD
259 354 13356 EC89AN
308 371 13865 KO52YO
255 275 13025 QX54SW
365 301 13406 WG79ZU
310 387 14105 CT80IJ
398 378 15048 XO01VE
355 322 13718 XR54BT
265 274 14952 XC22RJ
262 389 15106 KR57LJ
395 315 16790 FD89LH
365 259 16982 RW82CC
259 354 13356 IS05NJ
360 331 15444 QN80VI
265 274 14952 LJ02KD
281 287 14581 ER23TB
277 399 14862 XM94AR
259 310 16154 LM35SL
262 389 15106 QZ39CZ
335 383 16287 KL75NZ
258 289 14932 LZ79SZ
262 384 15363 GV95SF
391 395 13796 DN44HR
255 275 13025 FJ32HT
335 381 15531 PH06CJ
335 383 16287 JA14GS
262 389 15106 WP49ZK
259 310 16154 PZ86QP
368 308 16575 GI29KS
366 375 15556 AS32HC
292 289 14548 BW97MS
253 386 13481 VV25CU
365 301 13406 AX07UY
393 377 16543 FN24XP
256 289 14860 AU86YT
335 381 15531 LY72RF
278 386 16833 UF22EY
395 315 16790 QG38QU
365 301 13406 XD46NZ
259 310 16154 TJ87IC
258 289 14932 WH57WL
335 265 15168 YT71AP
292 289 14548 YJ13BS
344 306 14015 MT91TD
292 289 14548 ES87LB
395 315 16790 AQ29TE
285 258 13044 EU30LE
255 275 13025 KU17IA
309 377 15136 QM64PE
288 346 13476 IO15GZ
287 342 15977 SJ72XM
325 316 13378 QZ63XO
296 271 13742 AN91SI
287 342 15977 JH91RD
292 316 16581 BN39ED
343 277 15226 ZS75KU
391 395 13796 UO83UH
335 265 15168 WE04GL
259 354 13356 CS40SY
355 322 13718 ZC69MO
310 387 14105 KK56CU
366 375 15556 OV07MK
388 268 14521 TN85PF
287 342 15977 DA94CT
344 306 14015 JC26BO
308 371 13865 MP66EA
365 301 13406 CH41CV
287 304 15787 HI91XB
287 342 15977 OA70ZX
385 254 14819 CQ11VX
343 277 15226 HB43AY
398 378 15048 IX34LG
288 346 13476 TS60YU
268 346 14777 EK14PQ
258 289 14932 NF24JG
335 383 16287 CU04AO
296 271 13742 CF75QM
281 287 14581 UP95LL
296 271 13742 NE06DJ
285 258 13044 YV16VI
395 315 16790 NS55BX
265 274 14952 FN55CZ
256 289 14860 CZ98XT
343 277 15226 IS79CF
281 287 14581 FA80WS
265 274 14952 TC75WS
309 377 15136 TB81HJ
287 304 15787 KU11CQ
292 289 14548 ZR57NF
343 277 15226 JK54NR
376 262 16090 NG08IZ
394 379 13241 NO69QC
328 398 13956 QU93SF
278 386 16833 IR41LZ
310 387 14105 DG55MW
385 254 14819 DR57PY
335 265 15168 FJ46LG
308 371 13865 PR20XV
335 381 15531 LK13LT
268 346 14777 OM47GX
285 258 13044 ZX27CE
310 387 14105 VL96XN
398 378 15048 JY82SJ
258 289 14932 ZC47UZ
256 289 14860 VP22AL
394 351 15473 CX95RM
