volMax pesoMax custo matricula
262 384 15363 SO16GD
365 301 13406 TG72KR
292 289 14548 XG21XF
308 371 13865 HF92TQ
288 346 13476 VP37JB
394 351 15473 SP32PX
382 304 14967 MP64TS
398 378 15048 GU38RX
398 378 15048 CN74EE
265 274 14952 OH84FM
385 254 14819 MN62YP
370 366 13618 FM41CX
398 378 15048 DO48WX
393 377 16543 PG49CC
336 345 14342 CE79PE
262 384 15363 AJ12XJ
393 377 16543 JM91RW
343 277 15226 PJ53JB
397 321 13931 WY23DZ
366 375 15556 WU00XC
262 389 15106 HM30PY
325 316 13378 HA82RU
258 289 14932 RZ78OP
397 321 13931 FS54ON
395 315 16790 KS13BY
335 383 16287 OJ73JZ
382 304 14967 LI93IZ
328 398 13956 AD01BR
355 322 13718 MK54SE
365 259 16982 PM28RO
325 316 13378 BG38HX
397 321 13931 HG41JD
288 346 13476 OZ08DW
376 262 16090 UB41LN
335 265 15168 TC71QN
296 271 13742 KS07JD
268 346 14777 HQ36UK
262 389 15106 SF66VI
285 258 13044 QO87MO
366 375 15556 HA28GE
395 315 16790 XD09JH
292 316 16581 FX92FQ
259 310 16154 KG01KH
391 395 13796 BL64YJ
355 322 13718 WS43EK
278 386 16833 EO27RL
308 371 13865 MT59QD
258 289 14932 GQ02LN
288 346 13476 FM92DP
335 265 15168 MS04YV
394 351 15473 UX92RK
277 399 14862 NG46HS
262 389 15106 OP62PM
328 398 13956 ZI53YY
277 399 14862 PH10TY
292 289 14548 LN34LV
335 383 16287 WQ87BJ
393 377 16543 CA40KC
328 398 13956 PW56ON
335 383 16287 XA53ZI
376 262 16090 JC47VT
256 289 14860 NY46XT
265 274 14952 DE72OP
253 386 13481 TY36OJ
388 268 14521 QW92RW
391 395 13796 AQ23TS
397 321 13931 EQ60RG
265 274 14952 AX17JS
281 287 14581 MZ21NC
325 316 13378 MA30ER
397 321 13931 MG46PX
360 331 15444 YB86JA
262 384 15363 KH38JX
343 277 15226 QP93NX
255 275 13025 TY46VO
258 289 14932 ID01EA
285 258 13044 VH83AR
343 277 15226 HT29BR
355 322 13718 LM16GJ
335 381 15531 XT17XU
262 389 15106 OC99OQ
296 271 13742 IL04NN
397 321 13931 RD68VK
385 254 14819 VM81JZ
292 316 16581 OR90GR
344 306 14015 CQ75OL
388 268 14521 LB29TK
287 304 15787 TB09JQ
344 306 14015 JA19OW
365 301 13406 ZP92JZ
388 268 14521 PG12CE
278 386 16833 HJ54EH
268 346 14777 RM83QS
335 383 16287 TA61WY
343 277 15226 EV55HP
393 377 16543 EN94YS
328 398 13956 DD07OV
265 274 14952 YV15TK
253 386 13481 DB22KS
388 268 14521 XR29YB
366 375 15556 LW87DA
365 259 16982 WC48KL
398 378 15048 LK82DA
328 398 13956 NJ60UO
268 346 14777 MI02HI
309 377 15136 UA99QS
335 381 15531 FM94XB
344 306 14015 HW58LW
325 316 13378 ZI37JM
296 271 13742 XL42ZT
268 346 14777 CS96KT
262 384 15363 IX73FT
258 289 14932 QG54HD
394 351 15473 GA52TO
365 301 13406 VB15BN
368 308 16575 RX49VD
277 399 14862 IE55RK
278 386 16833 LK60QX
344 306 14015 FT03WC
288 346 13476 LM68RY
394 351 15473 AV79KP
376 262 16090 QM45RM
265 274 14952 YO53JI
287 342 15977 PS12II
370 366 13618 BA78XH
292 289 14548 CZ68BN
262 384 15363 WC62RR
395 315 16790 JI48TE
292 316 16581 PA30FR
366 375 15556 VQ77RB
368 308 16575 PO99JP
253 386 13481 CD60MR
382 304 14967 EY09JA
368 308 16575 WR38VK
325 316 13378 FX17ID
370 366 13618 IS15JS
388 268 14521 TM06GA
385 254 14819 WP49TS
255 275 13025 CF87YN
292 289 14548 WV59HJ
262 389 15106 DP80GN
355 322 13718 HQ66HQ
397 321 13931 QE60MS
278 386 16833 NN67XK
259 354 13356 KE80OI
292 289 14548 LB31ZS
335 383 16287 CX66WI
368 308 16575 BB17PI
365 301 13406 CB03RW
278 386 16833 EG69DR
265 274 14952 AQ85XP
325 316 13378 DF21BZ
255 275 13025 GZ76LQ
288 346 13476 RK48SQ
335 383 16287 KT99KI
259 354 13356 VQ69PP
259 354 13356 DF60HA
310 387 14105 CU15TU
288 346 13476 JP11MO
335 383 16287 MV54SF
281 287 14581 ZR72ZS
285 258 13044 YH62PP
393 377 16543 KC41BE
365 259 16982 NT38MO
325 316 13378 WQ60BH
258 289 14932 ZB03UK
292 289 14548 AI05KN
292 316 16581 RK25FK
296 271 13742 DK61KN
277 399 14862 XR83VY
395 315 16790 XU77VB
391 395 13796 OY94QV
268 346 14777 YT69RC
335 265 15168 OC03KG
360 331 15444 WB94YX
397 321 13931 UA80MD
378 272 15057 BI64CJ
391 395 13796 EK89QU
370 366 13618 ZU30YW
365 259 16982 UW60IY
376 262 16090 HO63KL
328 398 13956 JR75YC
287 342 15977 MQ85TK
287 342 15977 LA74EH
309 377 15136 NR19PC
262 384 15363 XC73PQ
366 375 15556 HU74XA
259 310 16154 YH77HB
262 384 15363 IC34EB
309 377 15136 GR00FI
285 258 13044 VZ29HC
265 274 14952 RN43FZ
388 268 14521 DQ07YV
388 268 14521 JI26GG
394 351 15473 IQ81PF
393 377 16543 TT88BQ
325 316 13378 UY49AN
292 316 16581 GE12BI
310 387 14105 RI24TF
376 262 16090 US44YR
343 277 15226 RU80FX
268 346 14777 WQ65VK
325 316 13378 EB98MM
368 308 16575 IX79RX
360 331 15444 WW60BF
328 398 13956 LX88RP
393 377 16543 HE52PV
366 375 15556 LD16ST
394 379 13241 OW93MT
360 331 15444 LF88VF
308 371 13865 XJ85RU
277 399 14862 CS86MZ
397 321 13931 CG51TZ
335 265 15168 VY10KN
388 268 14521 VS13UP
287 304 15787 PN20JP
287 304 15787 IT97EO
328 398 13956 KP61NW
328 398 13956 PS94QY
309 377 15136 UJ45EM
325 316 13378 VF48XW
343 277 15226 EA12VL
328 398 13956 YI66MP
365 259 16982 SK84HD
397 321 13931 TZ02ME
343 277 15226 LD71WU
335 381 15531 DX31BZ
394 379 13241 NU03VS
360 331 15444 MX57KE
285 258 13044 GC59HR
395 315 16790 AF28KZ
285 258 13044 GD76KS
308 371 13865 ZX00XA
365 259 16982 GZ86MO
335 381 15531 FJ26ES
265 274 14952 WB88VY
385 254 14819 ZW96IN
310 387 14105 CR43XI
258 289 14932 QC24VH
343 277 15226 SH08LY
287 304 15787 MG68KL
278 386 16833 VE32BD
360 331 15444 OF38VH
310 387 14105 TJ48RZ
336 345 14342 SL20DC
325 316 13378 TG26GH
378 272 15057 WP65IB
336 345 14342 EH40MQ
388 268 14521 LJ77YW
394 379 13241 DR12JX
287 304 15787 UG13MP
391 395 13796 BD47MY
328 398 13956 CD82XW
378 272 15057 QU77GL
287 342 15977 AR12DO
378 272 15057 HU96JS
285 258 13044 TW28LO
277 399 14862 RP02OX
262 384 15363 SQ39ZB
287 342 15977 FA51OA
336 345 14342 YB57UP
259 310 16154 VR18KI
366 375 15556 RK09IV
368 308 16575 ND02DT
370 366 13618 ZV65XX
344 306 14015 MI25OB
335 383 16287 TQ67DQ
343 277 15226 MK97AF
335 383 16287 LU81BE
376 262 16090 ZQ52FC
382 304 14967 RD28HP
335 383 16287 VD39RX
385 254 14819 TP95ER
365 259 16982 UV63FT
343 277 15226 EV93CD
265 274 14952 PS23RT
394 351 15473 HY27UO
382 304 14967 LV93XU
393 377 16543 IT77QH
285 258 13044 OM84NS
395 315 16790 TH38HV
255 275 13025 GK26UU
255 275 13025 RF89DS
268 346 14777 DG65GA
355 322 13718 BA20XL
388 268 14521 GS64QB
310 387 14105 GF99TA
360 331 15444 MO63PG
370 366 13618 AH54UN
385 254 14819 WB17HT
335 383 16287 JB17IV
336 345 14342 VF13EE
344 306 14015 BC47YL
365 259 16982 YB78GT
292 289 14548 SA85TU
385 254 14819 CU21NF
394 351 15473 TL78LG
259 310 16154 LG08MK
309 377 15136 AU41LO
393 377 16543 SL81PQ
393 377 16543 OC26DU
365 259 16982 DB58GF
281 287 14581 OG68XW
336 345 14342 YB66EG
259 354 13356 RN76XI
262 389 15106 TP59GD
391 395 13796 ZM12DV
256 289 14860 IK31AU
360 331 15444 RX15PS
308 371 13865 BA44MA
292 316 16581 PX14GQ
370 366 13618 QW93OJ
376 262 16090 ZP81KN
385 254 14819 MP28JT
308 371 13865 HK15RX
360 331 15444 QW37YS
292 316 16581 NS63FZ
259 310 16154 EJ97UG
397 321 13931 DL46IT
256 289 14860 PO29LH
385 254 14819 OI77BC
336 345 14342 HU86AY
255 275 13025 WF41OB
285 258 13044 KA86RO
262 389 15106 MM52NC
287 304 15787 GD05LG
366 375 15556 WW34VO
378 272 15057 ER20CB
365 259 16982 GZ44ZT
391 395 13796 IC35VG
335 265 15168 NK29DG
310 387 14105 ES83AX
336 345 14342 YM57UD
355 322 13718 KF37FK
394 351 15473 HV52VF
296 271 13742 PD37WT
368 308 16575 PL42MW
391 395 13796 IR88OG
287 342 15977 BT59ZZ
343 277 15226 SX49KK
368 308 16575 EM17BL
366 375 15556 UI07PU
388 268 14521 XH59GJ
335 265 15168 FK76HT
256 289 14860 TR13QK
378 272 15057 KZ18PH
366 375 15556 QN35XE
397 321 13931 YL66YM
335 265 15168 TH85JK
259 354 13356 XD40IS
281 287 14581 DI35OB
265 274 14952 RE73AE
292 316 16581 RA84YT
365 301 13406 WM99UK
385 254 14819 QV93BV
394 379 13241 DV42QZ
277 399 14862 MN53GD
292 289 14548 CK29FB
366 375 15556 KF02QG
292 316 16581 TK59EG
398 378 15048 MA72MA
328 398 13956 NI54UT
277 399 14862 JN89PB
388 268 14521 LV36PW
285 258 13044 HQ99RD
278 386 16833 XJ13MA
310 387 14105 FB69MP
292 316 16581 WX38FT
292 316 16581 CS81CV
308 371 13865 GE90CD
278 386 16833 DT40XY
262 389 15106 UH88ZP
395 315 16790 WB02ST
287 342 15977 YT80TL
398 378 15048 LM10RH
394 351 15473 QM11QP
376 262 16090 WF08OC
287 342 15977 WB87WO
336 345 14342 QR21LK
309 377 15136 YH05GT
287 304 15787 YX93KM
292 289 14548 YK64TL
388 268 14521 OU83YF
265 274 14952 OL76PR
365 259 16982 AX64AU
265 274 14952 YL87RK
278 386 16833 BK13MP
328 398 13956 CC82OS
365 259 16982 CX63VM
309 377 15136 ZT75JB
388 268 14521 IQ40LJ
360 331 15444 PT04XA
287 304 15787 WY43BJ
365 301 13406 PT11SZ
385 254 14819 ZX27PW
335 381 15531 WF06SA
376 262 16090 LO75HM
388 268 14521 HL29AJ
336 345 14342 DS11GN
259 310 16154 OI80RQ
308 371 13865 WW20AX
256 289 14860 GQ61RC
328 398 13956 WD93NK
262 384 15363 WX62SM
258 289 14932 TK23VN
382 304 14967 SG88RJ
288 346 13476 TM54VT
292 316 16581 YD77XG
394 379 13241 EF79MB
394 351 15473 EF53ZV
355 322 13718 LJ76QB
256 289 14860 WK85EX
343 277 15226 QW77DR
285 258 13044 YG49MW
343 277 15226 HO71RJ
368 308 16575 FG33II
391 395 13796 GR97QQ
268 346 14777 NS51UF
382 304 14967 IL05VQ
368 308 16575 SA51JL
335 265 15168 WO87BR
268 346 14777 BQ18WU
368 308 16575 CM12XC
258 289 14932 TV84NM
296 271 13742 BI56AA
287 304 15787 BV25GM
394 379 13241 PW19KK
308 371 13865 TC11RS
398 378 15048 WX13QI
336 345 14342 LL42SF
394 379 13241 IS58TA
368 308 16575 JN84RX
262 389 15106 OF68AO
376 262 16090 XX71CG
292 316 16581 UD87FS
344 306 14015 VT11RZ
395 315 16790 IG28GZ
325 316 13378 NB24YB
360 331 15444 TY23QJ
296 271 13742 NR53JI
292 289 14548 YQ45AN
335 265 15168 JR50NF
277 399 14862 CM96AI
296 271 13742 XP50KG
258 289 14932 UZ24ZR
355 322 13718 XP17VB
325 316 13378 IQ39VC
335 383 16287 FO90CS
382 304 14967 RE70SU
397 321 13931 UQ61HE
281 287 14581 TN83WO
335 383 16287 HZ59OG
287 304 15787 WM32XY
355 322 13718 LJ03HW
287 304 15787 MD58OC
397 321 13931 MH84VK
310 387 14105 UG02WF
296 271 13742 OT25NW
287 304 15787 CB27SK
259 310 16154 LQ56KK
391 395 13796 LN50RA
388 268 14521 CQ86XP
398 378 15048 JX84ET
360 331 15444 RG38XU
258 289 14932 NH41CD
287 304 15787 IE27YO
292 289 14548 DM02UB
265 274 14952 UP08UK
310 387 14105 QN98IP
344 306 14015 AW16LG
378 272 15057 EZ79VO
262 384 15363 IA83EZ
355 322 13718 ZS21PM
343 277 15226 DH27JQ
370 366 13618 IZ81JW
335 265 15168 IB62UX
292 316 16581 HU45SH
256 289 14860 UZ45XQ
397 321 13931 RG77KB
259 310 16154 IJ48PH
255 275 13025 AA23YA
391 395 13796 NG91LD
253 386 13481 AX48KQ
355 322 13718 FY76FR
277 399 14862 BW19GB
365 259 16982 DV22UX
328 398 13956 LQ26MQ
328 398 13956 EM72XS
370 366 13618 TV47FV
394 351 15473 BQ31PL
344 306 14015 ZQ15XS
365 259 16982 CP74DO
288 346 13476 ZR42JY
259 310 16154 QB69FY
255 275 13025 DS75RO
382 304 14967 CV01SR
292 316 16581 TI71DI
394 379 13241 PQ40CM
258 289 14932 ON59WG
292 316 16581 LQ62BU
365 259 16982 CG70WN
393 377 16543 KI66VA
335 383 16287 OQ94XQ
376 262 16090 YX75GB
394 379 13241 XI42CN
382 304 14967 HT00OR
368 308 16575 TN25SG
391 395 13796 LO10RL
360 331 15444 BI23VJ
292 316 16581 KJ58UT
360 331 15444 UV71AH
256 289 14860 UL96JL
292 316 16581 YI04RL
395 315 16790 PO10OW
335 383 16287 GQ10MY
277 399 14862 KP15MH
335 381 15531 EQ51SE
258 289 14932 KP99YW
368 308 16575 BN40TD
382 304 14967 SE51VR
378 272 15057 SJ48IY
256 289 14860 JQ73ZG
355 322 13718 AW77WS
378 272 15057 IA42NU
355 322 13718 ZX68QC
382 304 14967 UR75OZ
335 265 15168 BT11QU
255 275 13025 SG52FP
388 268 14521 ZD15KK
393 377 16543 NW78XJ
259 354 13356 NT03BG
262 384 15363 WY88AB
355 322 13718 UZ69OF
259 310 16154 UV99BW
259 354 13356 TM72EP
360 331 15444 JE88ZW
288 346 13476 HT61PW
288 346 13476 QJ37BM
344 306 14015 XL23LP
255 275 13025 OS99DW
360 331 15444 BE95DT
397 321 13931 EY56DD
378 272 15057 GI07NN
391 395 13796 ZC34AD
262 384 15363 DX76GB
335 383 16287 PI84XY
328 398 13956 BB57CQ
397 321 13931 WS37JN
310 387 14105 VO69NB
355 322 13718 IO42IB
328 398 13956 SA50ZQ
398 378 15048 AN70JV
360 331 15444 LQ42CJ
395 315 16790 VI09YO
370 366 13618 VJ79NW
296 271 13742 FO70GT
393 377 16543 HC20MK
278 386 16833 KU94OL
310 387 14105 KM04SJ
268 346 14777 AO53EE
393 377 16543 OD65DK
325 316 13378 GA43BA
335 265 15168 WH00EZ
287 304 15787 JK09XJ
343 277 15226 XB92ZC
256 289 14860 LX79ZW
382 304 14967 MT53GC
268 346 14777 CT15PT
335 381 15531 ST65TQ
310 387 14105 JH33JC
309 377 15136 GG73CY
378 272 15057 YK73BO
256 289 14860 NO52UV
388 268 14521 RJ69KF
288 346 13476 AQ10AO
378 272 15057 BG54AI
259 354 13356 RX98AY
325 316 13378 XY33HC
328 398 13956 AS71UB
292 289 14548 LK37QO
344 306 14015 VE83SC
343 277 15226 YQ75JK
278 386 16833 JY46BR
292 289 14548 YX69VY
255 275 13025 QE24DO
258 289 14932 JN22BK
281 287 14581 BZ70PN
391 395 13796 KB22PQ
253 386 13481 OQ63QE
255 275 13025 UU97FC
296 271 13742 XL72FM
365 301 13406 PJ69JQ
368 308 16575 WE74RM
308 371 13865 VC24HT
335 265 15168 EK76TK
391 395 13796 GS11OD
365 301 13406 TY84BE
325 316 13378 PS66GX
262 384 15363 DA92ZQ
388 268 14521 RH51CX
325 316 13378 KM29HU
296 271 13742 DH58OI
370 366 13618 VJ32EM
277 399 14862 SY85QT
336 345 14342 MS03GT
268 346 14777 VM21IB
335 383 16287 OE27YF
325 316 13378 JA03HM
360 331 15444 PT14AQ
308 371 13865 CC10BO
258 289 14932 RQ22KW
344 306 14015 BL68PN
296 271 13742 LW36EA
288 346 13476 TD43AX
262 389 15106 YK29UJ
344 306 14015 II17XZ
262 384 15363 TJ37UY
255 275 13025 KB17ZS
259 354 13356 OP46YF
278 386 16833 DJ86ZA
366 375 15556 UR60JY
277 399 14862 TT35QA
343 277 15226 AB20ON
335 381 15531 BP11PK
355 322 13718 PH65XY
370 366 13618 UQ13JD
255 275 13025 HZ48RI
335 383 16287 EQ66DD
328 398 13956 JF70VE
281 287 14581 XV42DS
336 345 14342 YH09DH
277 399 14862 YP41YW
262 389 15106 IB50FR
398 378 15048 FJ90NX
365 301 13406 AC92DB
308 371 13865 EI18WY
376 262 16090 NC08UN
277 399 14862 NA34EV
366 375 15556 AO90FU
325 316 13378 HG72NT
368 308 16575 JV82GX
393 377 16543 IY09UN
378 272 15057 KE20QP
277 399 14862 FT48XN
259 310 16154 DU21FL
393 377 16543 XJ92FF
285 258 13044 WH09QA
292 316 16581 QA15NI
395 315 16790 YU36QL
355 322 13718 YX80LZ
391 395 13796 CG40AO
343 277 15226 RW28MC
394 379 13241 TY72CG
388 268 14521 SF94HC
335 265 15168 ZZ44HK
365 259 16982 NZ37BF
366 375 15556 GM83NW
296 271 13742 WM98FV
259 310 16154 NU69KU
259 354 13356 ZP07VW
325 316 13378 QG71OT
285 258 13044 UT72LF
365 301 13406 EZ95LF
325 316 13378 ZO51TK
292 289 14548 LV36QC
393 377 16543 AI26CP
259 354 13356 RW22RO
268 346 14777 BH92PO
391 395 13796 QO06VN
325 316 13378 LL99BZ
378 272 15057 AQ72DE
296 271 13742 LE08OL
397 321 13931 PL03MN
268 346 14777 SO22IE
370 366 13618 GD05XW
325 316 13378 RN83MP
385 254 14819 YY11WS
336 345 14342 HW40HR
268 346 14777 IM66HG
325 316 13378 AV35AD
397 321 13931 FG00IW
265 274 14952 ZV11OU
262 389 15106 AQ25GU
328 398 13956 YF50EB
335 381 15531 PV70CY
365 301 13406 YK14RJ
343 277 15226 TC28AF
397 321 13931 DQ70HL
278 386 16833 MD63CO
376 262 16090 MA93IJ
335 381 15531 FS19AR
355 322 13718 ZR81QK
259 310 16154 OY42OD
344 306 14015 HB38XV
308 371 13865 WE05OB
366 375 15556 PC21QU
328 398 13956 YP94MI
394 351 15473 KR28NJ
277 399 14862 NX11QL
382 304 14967 SD39EI
385 254 14819 MK46DK
376 262 16090 HN07JE
277 399 14862 YV02BD
336 345 14342 YD51NT
285 258 13044 WW80QY
398 378 15048 TV61QS
344 306 14015 YG86EF
296 271 13742 CH32LC
382 304 14967 ZF05HO
308 371 13865 LH39QY
253 386 13481 AW94AE
259 310 16154 AM37MU
360 331 15444 QW20GT
287 304 15787 RR99XI
255 275 13025 RD75OC
256 289 14860 MP11OT
262 389 15106 FI27UZ
394 379 13241 BU18QC
310 387 14105 MJ20BU
255 275 13025 TU09SJ
265 274 14952 CU90NL
397 321 13931 TQ32PU
259 354 13356 XN09CZ
256 289 14860 YO97DW
368 308 16575 VP10YA
309 377 15136 VW34NA
287 342 15977 IM71EB
328 398 13956 AJ17FA
336 345 14342 CE58BF
256 289 14860 AT10TU
259 354 13356 OS07NM
292 289 14548 NT38RJ
388 268 14521 VM00WD
343 277 15226 EL36RJ
335 265 15168 MJ37ZG
335 381 15531 DS70ZE
378 272 15057 RN45WO
393 377 16543 XR99LJ
259 354 13356 OL51GB
394 379 13241 PO30MF
385 254 14819 GA76UP
268 346 14777 GR47FF
398 378 15048 OH60WH
335 265 15168 DE88XC
277 399 14862 FI79UZ
370 366 13618 GI25KM
355 322 13718 NA26KN
394 351 15473 NP63ZV
292 316 16581 LY16MG
385 254 14819 FW87AB
287 304 15787 ZH77WG
287 304 15787 XF17JO
344 306 14015 AF02DU
344 306 14015 CY31BA
398 378 15048 XP98TP
370 366 13618 WE88VL
382 304 14967 QN52IZ
388 268 14521 LS98FJ
355 322 13718 UJ19DL
265 274 14952 JU25WE
343 277 15226 RE08NU
388 268 14521 SZ21IU
258 289 14932 JY52HJ
288 346 13476 ZC36QQ
394 379 13241 BE35EJ
268 346 14777 TO39AD
258 289 14932 JH91AH
287 304 15787 KK15PU
308 371 13865 RU63PI
287 342 15977 FX18YO
255 275 13025 GU56FU
395 315 16790 HY99XY
309 377 15136 NU38PC
258 289 14932 NQ98PE
262 389 15106 MN96ML
344 306 14015 CC54TX
365 301 13406 DF42BM
262 389 15106 WB77PP
355 322 13718 RL08ID
309 377 15136 GP33VR
335 381 15531 JY79GB
292 289 14548 WQ14IS
343 277 15226 TH85BV
308 371 13865 TF59XM
262 389 15106 VB06BL
287 342 15977 QP99FM
394 379 13241 ZH26ZC
382 304 14967 HF35XZ
378 272 15057 OS07OL
376 262 16090 KC28SQ
309 377 15136 KP45KP
378 272 15057 NY18GM
253 386 13481 LX08YE
281 287 14581 MP47NB
287 304 15787 DX96NI
328 398 13956 LW90OZ
256 289 14860 EJ85TV
366 375 15556 LX42AK
281 287 14581 ZD41AW
370 366 13618 DC02JJ
259 354 13356 RG01UX
287 342 15977 OY81VC
395 315 16790 SN30IY
368 308 16575 MB93EQ
292 289 14548 VG24US
255 275 13025 LU70WO
397 321 13931 RP53FE
259 354 13356 QL01JO
365 301 13406 TZ45NV
343 277 15226 LI74NS
388 268 14521 IE13VF
308 371 13865 ZW08IS
391 395 13796 MZ76FN
382 304 14967 KC53AN
355 322 13718 UK24KU
285 258 13044 BB51WF
259 354 13356 MI76HB
281 287 14581 VA99TO
