volMax pesoMax custo matricula
259 354 13356 YX86GI
253 386 13481 PV19DO
335 265 15168 PE40HN
394 351 15473 OH81OG
325 316 13378 DX36PR
394 351 15473 GS88DJ
281 287 14581 QT69YR
278 386 16833 IZ54EO
370 366 13618 AQ63DL
292 316 16581 WA92OZ
296 271 13742 QC64WG
310 387 14105 EK98RC
328 398 13956 VZ80HP
336 345 14342 ZO97IX
328 398 13956 XK52CL
335 265 15168 LJ56VN
296 271 13742 IM59KY
262 384 15363 BC21FK
255 275 13025 FR97ZM
288 346 13476 VM35LC
365 259 16982 VW70ZT
368 308 16575 RB73CR
281 287 14581 UV35FK
335 383 16287 DX38AF
309 377 15136 ES85IZ
366 375 15556 OZ04OR
308 371 13865 MQ16SI
287 304 15787 RN65ZO
310 387 14105 WR14PM
366 375 15556 BH54FF
336 345 14342 VK02KD
292 316 16581 JC99QG
397 321 13931 SC13AG
365 301 13406 UE59NH
370 366 13618 YC98JT
355 322 13718 LU53RB
277 399 14862 FJ57YT
360 331 15444 XL31VM
287 304 15787 WS21HG
292 316 16581 CZ50JG
253 386 13481 FG52FP
335 383 16287 TL01PE
288 346 13476 HJ56YL
262 384 15363 QM00YG
259 354 13356 WD38EQ
393 377 16543 KZ67IY
262 389 15106 LX95OH
287 342 15977 SC67BT
388 268 14521 SW14MS
265 274 14952 OY26ID
335 381 15531 WF38AA
292 316 16581 YM86VF
262 389 15106 JL50YA
259 310 16154 AW42UR
393 377 16543 RN12RA
370 366 13618 SX50AQ
328 398 13956 EH37CE
258 289 14932 CT99JT
285 258 13044 QD39HE
336 345 14342 JO52AR
382 304 14967 UQ82OK
365 301 13406 DZ66SF
395 315 16790 CX51XF
370 366 13618 QO90RS
265 274 14952 JZ30MZ
368 308 16575 ND22IY
394 379 13241 TY81OX
376 262 16090 TA12EK
288 346 13476 UA97RW
262 389 15106 KX92ZN
391 395 13796 DI66HU
376 262 16090 YM53DR
278 386 16833 KL46DU
366 375 15556 KV69KF
328 398 13956 UB92BL
378 272 15057 MP01MJ
281 287 14581 SP90WX
281 287 14581 RF11LK
360 331 15444 RI87SU
398 378 15048 CP56JW
382 304 14967 UV08RE
296 271 13742 LA27VY
281 287 14581 IC27AL
292 289 14548 UI45TE
281 287 14581 CT88IF
397 321 13931 FY60IA
344 306 14015 OI26DB
253 386 13481 WR25TD
281 287 14581 VD48CS
288 346 13476 EH56IL
382 304 14967 JO49AJ
366 375 15556 JT76NR
335 381 15531 PR96RL
376 262 16090 JA18MU
277 399 14862 RP35LC
343 277 15226 PA43FA
395 315 16790 EO10ZR
253 386 13481 KV78HR
277 399 14862 ST71LV
328 398 13956 AH83KT
287 304 15787 MG28OU
365 259 16982 ER57PB
388 268 14521 CS58LG
328 398 13956 GL63LY
287 304 15787 XI72PV
397 321 13931 OQ73KA
366 375 15556 QM09VX
355 322 13718 MK75JC
368 308 16575 KV50TQ
308 371 13865 DC08BI
370 366 13618 VB35NS
365 259 16982 QW51BF
355 322 13718 QS13AV
268 346 14777 TO97JD
328 398 13956 VY83KS
292 316 16581 VZ65TJ
262 389 15106 WO33TL
397 321 13931 KZ18DQ
397 321 13931 AU83WK
335 381 15531 ZX59OP
385 254 14819 NE49FL
394 379 13241 BD23MH
376 262 16090 GU53EU
259 310 16154 DF26MO
370 366 13618 YF18MF
394 351 15473 ZI62CC
262 384 15363 IF08BH
328 398 13956 YE14TU
277 399 14862 DG79LA
287 342 15977 YK81QG
285 258 13044 OE73TF
259 354 13356 AM48GB
285 258 13044 NR86BX
287 342 15977 VB75GL
262 384 15363 WF50TU
292 289 14548 TZ24ZG
258 289 14932 TL37RO
292 316 16581 KW81BW
376 262 16090 NA60VV
360 331 15444 YC92ZO
285 258 13044 QI02RV
378 272 15057 WK22MQ
296 271 13742 CA34ZV
262 384 15363 NK87EK
391 395 13796 QZ98ES
376 262 16090 QK75PY
365 301 13406 YS54HS
287 304 15787 IC25CZ
262 384 15363 HE73AS
394 379 13241 XW95LX
265 274 14952 EW93UW
296 271 13742 SU50EN
325 316 13378 IQ67NE
285 258 13044 OJ23HO
394 351 15473 YE26GD
365 259 16982 TJ22QJ
278 386 16833 FG71DO
368 308 16575 ZP63MD
394 351 15473 QL28IO
292 289 14548 CW54GK
265 274 14952 VB03FI
391 395 13796 ZY92EJ
310 387 14105 JO54NH
394 379 13241 US74JF
288 346 13476 EC83OC
385 254 14819 FH73XT
394 351 15473 FP22SC
360 331 15444 LD47EN
287 304 15787 LQ22HH
285 258 13044 IP09EV
365 259 16982 YK55VT
355 322 13718 WV19GE
391 395 13796 AJ29QV
328 398 13956 IZ32OA
287 304 15787 XZ27JZ
385 254 14819 GB50AT
394 351 15473 VE14RZ
325 316 13378 WK17DP
258 289 14932 BZ93WL
285 258 13044 HL45YW
365 259 16982 OF55XQ
366 375 15556 XV69DJ
335 381 15531 AL31VP
259 354 13356 AN86DN
309 377 15136 XH96XS
398 378 15048 HT89XI
394 351 15473 KO36XB
370 366 13618 DU39NG
259 310 16154 IA26CX
388 268 14521 GR32AR
366 375 15556 UP06BN
385 254 14819 GU55EW
394 379 13241 GW43OC
385 254 14819 LX96CC
335 265 15168 QH92ZI
309 377 15136 HQ81QQ
365 259 16982 VL91MT
262 384 15363 HF01EZ
255 275 13025 LH08KB
309 377 15136 MV85QY
370 366 13618 JY87DS
335 383 16287 WB78OU
382 304 14967 MH95CL
370 366 13618 JU70BF
365 301 13406 OI24BG
395 315 16790 ID72VK
335 383 16287 OZ36DU
258 289 14932 OM36LT
344 306 14015 VE65NC
265 274 14952 IK30UG
262 389 15106 QC02SD
262 389 15106 DA18RT
366 375 15556 LL63VT
310 387 14105 ZA97CS
394 379 13241 TL20EN
256 289 14860 LT12ZD
262 384 15363 OW06LJ
398 378 15048 DS44NC
262 384 15363 DJ07CX
368 308 16575 YR89RW
328 398 13956 QI77MR
385 254 14819 DX53PQ
335 383 16287 NV84XR
394 351 15473 KX35XY
309 377 15136 PF04JF
328 398 13956 QY63WT
344 306 14015 GB15MQ
292 289 14548 DL38QZ
268 346 14777 CA24SW
281 287 14581 YR01CW
310 387 14105 IA52HI
259 354 13356 BU58PG
310 387 14105 QN52UG
259 310 16154 DQ34SO
262 389 15106 AC41NW
365 301 13406 AG15XE
398 378 15048 FR96EF
336 345 14342 AB98DQ
385 254 14819 EL27KE
265 274 14952 VP81WE
395 315 16790 PD74MB
382 304 14967 DU99VT
360 331 15444 JX45KD
382 304 14967 CU84HO
394 351 15473 UC20GV
368 308 16575 JZ35WK
370 366 13618 EV42DW
335 381 15531 BT13TO
285 258 13044 OT10GT
310 387 14105 RD29GJ
394 379 13241 FU17ZP
394 379 13241 HJ82WO
253 386 13481 ZQ51HM
360 331 15444 FZ56YK
308 371 13865 MU44WP
382 304 14967 YJ12TV
398 378 15048 AM60LT
256 289 14860 JT49CJ
296 271 13742 VH28TN
355 322 13718 MQ47VM
360 331 15444 HF22SQ
253 386 13481 DV31GF
393 377 16543 GY43LW
328 398 13956 XL65MC
382 304 14967 MV55CE
335 383 16287 AM06KV
278 386 16833 XD86VS
335 383 16287 DW20ED
259 310 16154 LQ29AF
259 310 16154 CF37WR
370 366 13618 DK52SX
253 386 13481 HD39BN
292 316 16581 BL66EN
259 310 16154 UB47AO
292 289 14548 TE11RC
355 322 13718 CV01RS
394 351 15473 RC65NN
259 310 16154 KU70KC
309 377 15136 OE95PK
308 371 13865 YG41PA
277 399 14862 OU93IR
335 381 15531 LE57GE
258 289 14932 TN83VQ
378 272 15057 SO60BC
382 304 14967 YF60GQ
259 354 13356 UF94QE
376 262 16090 CP45PM
370 366 13618 HP80CS
385 254 14819 AS19SK
335 265 15168 YH21AU
360 331 15444 FA57PQ
308 371 13865 KU88HM
296 271 13742 IV34PR
385 254 14819 TL87IU
368 308 16575 EE86IQ
265 274 14952 AH12VZ
385 254 14819 RF17ZE
262 389 15106 IY57OB
335 383 16287 UO12RA
253 386 13481 UR91OP
382 304 14967 NN83EH
262 384 15363 UL50KO
391 395 13796 UY26OB
394 351 15473 DL98FB
335 383 16287 EJ01SR
385 254 14819 LV63AM
255 275 13025 EM52PY
310 387 14105 OW63LQ
395 315 16790 EF12IO
262 384 15363 PX98OC
365 301 13406 EU88JD
391 395 13796 SZ55RU
328 398 13956 IM73BJ
253 386 13481 LQ37CE
335 265 15168 JF12HW
259 354 13356 DX05ZM
378 272 15057 JV17JX
388 268 14521 XW45UO
310 387 14105 ER01EE
335 381 15531 DV77RW
281 287 14581 MN28XJ
335 381 15531 XP11LZ
259 310 16154 HB00VY
385 254 14819 XF20QH
259 310 16154 BN07TG
292 289 14548 KP18RA
310 387 14105 XD99PG
365 301 13406 SD33DJ
336 345 14342 BI20FQ
309 377 15136 FS90HP
281 287 14581 MC10FD
259 310 16154 DC84OD
281 287 14581 QJ60WJ
391 395 13796 FN82NP
268 346 14777 HD94ZE
259 354 13356 NL60KJ
335 381 15531 SW67WC
253 386 13481 JW76PD
335 265 15168 SG33FK
265 274 14952 YK68HN
259 310 16154 ZN02PM
382 304 14967 QT70JJ
385 254 14819 BZ73CG
262 389 15106 OE27RX
366 375 15556 WY41BL
309 377 15136 GP27PL
397 321 13931 JF10CO
394 379 13241 QX49UT
310 387 14105 LW57ZA
378 272 15057 NQ06YJ
259 354 13356 XK84MA
376 262 16090 AG59ZZ
287 304 15787 BD75UY
288 346 13476 RL50RN
385 254 14819 RA04AD
355 322 13718 NW44TU
292 316 16581 SH74GZ
343 277 15226 SR88IF
355 322 13718 VR60UC
259 310 16154 VI70WL
309 377 15136 IV18IC
395 315 16790 PU00WA
277 399 14862 KE74EM
378 272 15057 CI47MS
259 354 13356 EB96IA
310 387 14105 GF08AB
360 331 15444 ZM40PT
256 289 14860 DM14IE
259 310 16154 QC93SJ
335 383 16287 QK09WZ
378 272 15057 DA34JD
292 289 14548 MZ47XO
385 254 14819 CH04AL
253 386 13481 UQ89QY
309 377 15136 OK88JS
391 395 13796 JW89GC
265 274 14952 FG32QG
398 378 15048 ND54PQ
287 304 15787 ID49ZX
382 304 14967 QB52IP
360 331 15444 OX18RK
394 351 15473 GB36OG
355 322 13718 WY65RN
262 384 15363 MF49BA
391 395 13796 EZ10KN
343 277 15226 JN43WE
388 268 14521 GE53BG
292 289 14548 QD02WT
262 389 15106 BX77KG
335 381 15531 SK02XL
388 268 14521 VG75YD
376 262 16090 VT05SL
344 306 14015 QK43TL
398 378 15048 AU00CC
365 259 16982 DM58EJ
344 306 14015 QN55AZ
287 342 15977 RF57BJ
393 377 16543 RF54QM
262 389 15106 DA52LH
265 274 14952 IG92MW
355 322 13718 ON72PR
395 315 16790 HD92EQ
336 345 14342 OH85JD
288 346 13476 VL18JB
335 265 15168 WE40LE
255 275 13025 RP28BX
296 271 13742 ES72PS
385 254 14819 NM49PU
287 304 15787 WI70BA
309 377 15136 VO96AY
336 345 14342 BT63DT
365 259 16982 SY89RV
394 351 15473 WG45ZH
398 378 15048 WH40HV
288 346 13476 TK59QZ
292 316 16581 YH99XM
395 315 16790 FM67FW
292 316 16581 JF07BE
366 375 15556 LE51KY
287 304 15787 WO51BT
366 375 15556 ZG26XC
378 272 15057 HS84WG
391 395 13796 BB43CU
262 389 15106 JV28GS
265 274 14952 FV26DL
281 287 14581 YI71FI
394 351 15473 FH53DY
391 395 13796 YG44XR
355 322 13718 DV54CO
388 268 14521 TX20WE
265 274 14952 GY12HR
343 277 15226 YQ84MW
259 354 13356 BV27ZV
388 268 14521 JP26HC
376 262 16090 FQ35AD
335 383 16287 DF44MF
393 377 16543 VY99DL
366 375 15556 QH56PG
292 316 16581 SG81DO
253 386 13481 KV01QE
256 289 14860 PJ18VP
391 395 13796 FY81TT
394 351 15473 GS74JB
365 259 16982 OL54CG
309 377 15136 RR98UP
398 378 15048 AN97OS
287 304 15787 TF90SZ
310 387 14105 LR19RK
281 287 14581 XY73WW
344 306 14015 IN91LX
262 384 15363 XW23GX
388 268 14521 LM03ZR
262 389 15106 UA18AX
370 366 13618 DP68WI
288 346 13476 XX73IP
335 383 16287 UX93KQ
335 383 16287 WO07QE
309 377 15136 TQ54MI
366 375 15556 PO33IP
310 387 14105 WE41TF
262 384 15363 QJ62BN
287 342 15977 HX54UN
365 301 13406 BQ47IZ
310 387 14105 EK46RQ
391 395 13796 LY09ES
355 322 13718 YK61AY
258 289 14932 BN04TM
366 375 15556 EF52TW
325 316 13378 YL78NC
391 395 13796 IG87FB
368 308 16575 UR11MF
258 289 14932 FS56BD
309 377 15136 DF74OS
378 272 15057 FV22RE
309 377 15136 TL77ZK
262 384 15363 GH14GB
385 254 14819 DH18IC
292 289 14548 TF08JO
287 342 15977 TF98XD
292 316 16581 ZS67YT
335 381 15531 CR05IW
296 271 13742 XK08QV
262 389 15106 FY64VF
328 398 13956 NY48PF
385 254 14819 PN52ZE
335 381 15531 HX43AN
287 342 15977 PR24WD
344 306 14015 AF42QG
288 346 13476 BT76FF
259 310 16154 EG97CY
344 306 14015 QV14US
343 277 15226 SY32MV
395 315 16790 EI54XF
259 310 16154 NO33YM
287 342 15977 MQ54CG
388 268 14521 MD20XE
394 351 15473 XB72SL
262 384 15363 LI14UB
256 289 14860 SP94EW
391 395 13796 HG52PR
344 306 14015 CY79XK
344 306 14015 TU34VO
344 306 14015 XR65MX
310 387 14105 GC92YZ
370 366 13618 MY27RT
365 259 16982 PQ14BD
335 381 15531 TH05OA
394 351 15473 YD98RX
394 379 13241 VK80AD
310 387 14105 LO48MC
385 254 14819 CF21YU
292 289 14548 KZ07CJ
398 378 15048 ED27VQ
287 304 15787 IJ61GJ
292 316 16581 CJ72PX
391 395 13796 LC42NI
288 346 13476 VQ36RD
343 277 15226 AQ84RT
365 301 13406 GW31EP
292 316 16581 NU84AJ
278 386 16833 GZ45EW
278 386 16833 QR81ZS
259 310 16154 BX39OT
378 272 15057 VJ42FQ
393 377 16543 TB70KE
378 272 15057 QK21TR
308 371 13865 YU32EW
376 262 16090 EK10IH
262 389 15106 XJ28GU
265 274 14952 WI01BB
259 354 13356 XR52MB
328 398 13956 MB58AO
258 289 14932 LV37YD
398 378 15048 YC52OC
253 386 13481 MG33AR
394 379 13241 FO10MH
368 308 16575 AO90IQ
308 371 13865 QT71UC
394 379 13241 OR64MG
262 384 15363 XC97LB
397 321 13931 BI75IM
255 275 13025 NE53QA
328 398 13956 JA80XV
281 287 14581 OQ29VX
397 321 13931 HC83QI
397 321 13931 BU52QD
365 259 16982 FE99JT
388 268 14521 YQ47DM
287 304 15787 AP47BM
292 316 16581 KO49PN
397 321 13931 OI99WD
285 258 13044 KR19DN
259 354 13356 DK39DE
287 304 15787 OR62JK
255 275 13025 ZZ54NO
308 371 13865 LU89JG
310 387 14105 QQ15EW
355 322 13718 OA06MR
365 301 13406 EM60XV
265 274 14952 FY08PC
360 331 15444 HG96IZ
262 384 15363 CK12HB
281 287 14581 JJ93RU
385 254 14819 OF12IO
277 399 14862 VO51MR
292 316 16581 WZ80PF
292 289 14548 CN58TM
262 384 15363 FV63RM
394 379 13241 ZG79PO
278 386 16833 TV11MV
309 377 15136 TH38VH
335 381 15531 XS82QY
365 301 13406 KW49ZP
268 346 14777 IE98RJ
328 398 13956 JM92BQ
335 265 15168 UI73AR
391 395 13796 BP71ZW
365 301 13406 BC92BV
365 259 16982 CY05UT
397 321 13931 YP85OC
394 351 15473 YU46LQ
365 259 16982 CX96WH
288 346 13476 KH43PU
336 345 14342 JR04SX
385 254 14819 CK73AA
394 379 13241 AC18PM
355 322 13718 FL01DL
285 258 13044 KE06QJ
366 375 15556 TF68HG
360 331 15444 OH28NK
268 346 14777 TI25YR
288 346 13476 DS60UE
336 345 14342 VK31EZ
335 383 16287 MC69ZF
376 262 16090 XO17CU
255 275 13025 CN60QK
391 395 13796 JB89VR
393 377 16543 PZ23KD
344 306 14015 ID64YG
285 258 13044 WW87NZ
370 366 13618 JQ35GI
288 346 13476 WJ41JV
255 275 13025 SP80SL
378 272 15057 QK33EH
277 399 14862 EG00UT
253 386 13481 YP71VZ
393 377 16543 DU70OD
388 268 14521 VA07GU
344 306 14015 GP60LH
288 346 13476 BN07WT
343 277 15226 MB92MB
391 395 13796 ZT70UM
398 378 15048 UO07DN
288 346 13476 VU26IM
382 304 14967 QS56SR
288 346 13476 QP24DD
376 262 16090 VH89JJ
262 389 15106 FY05WS
394 379 13241 AG27YQ
336 345 14342 TQ09YI
265 274 14952 IS11HB
335 265 15168 VR24VJ
376 262 16090 TE26KJ
398 378 15048 JY32LS
262 389 15106 HI99ZG
335 381 15531 WA47YZ
344 306 14015 KX84PE
285 258 13044 DA90EQ
394 379 13241 KX75LK
397 321 13931 WN48FZ
258 289 14932 NW13SC
262 389 15106 BP88NH
265 274 14952 SK43HS
308 371 13865 UD29MC
292 316 16581 FI50QB
262 389 15106 BF60QY
259 310 16154 EJ72AH
278 386 16833 WJ28KG
368 308 16575 PL09JL
255 275 13025 QT78ZA
325 316 13378 UI54ST
360 331 15444 KL53IV
393 377 16543 HV89TK
335 383 16287 MN86BB
259 310 16154 LE41TJ
258 289 14932 ZH35QH
258 289 14932 NS75JU
393 377 16543 US53YY
385 254 14819 QG18SV
355 322 13718 LZ37ED
388 268 14521 AU78HG
268 346 14777 GX85VW
355 322 13718 NU32ME
391 395 13796 HS42NS
355 322 13718 IM38TJ
382 304 14967 TP15JU
335 383 16287 SI69VW
393 377 16543 RI90BL
360 331 15444 BG06DB
335 383 16287 ZR46OH
325 316 13378 CF24GA
335 265 15168 ZJ26XR
366 375 15556 IL34MO
253 386 13481 SJ50WF
378 272 15057 YY53LQ
393 377 16543 MH54SZ
366 375 15556 RZ70FC
391 395 13796 TA85FI
388 268 14521 QB01AZ
378 272 15057 LE28JY
253 386 13481 EZ37DM
395 315 16790 QY28HW
292 316 16581 RG19ZC
253 386 13481 VS79VH
265 274 14952 VS93CW
255 275 13025 ND62FG
325 316 13378 NZ41NX
360 331 15444 OM08IG
253 386 13481 QH86XA
253 386 13481 PX45DS
394 351 15473 UF27NE
378 272 15057 AV29ET
360 331 15444 UC59MU
397 321 13931 KX98BN
393 377 16543 EH04SB
287 304 15787 HL97NP
253 386 13481 YM92EB
262 384 15363 DJ55JQ
325 316 13378 JK94WW
255 275 13025 KG22TZ
285 258 13044 FP57BD
336 345 14342 XF03VB
365 259 16982 UF55GZ
281 287 14581 DF06RZ
343 277 15226 WP27BD
391 395 13796 VN97AK
335 381 15531 VQ57GK
296 271 13742 SG67KP
309 377 15136 ZG77HE
255 275 13025 OO09PD
355 322 13718 QK25KT
395 315 16790 VF32RJ
258 289 14932 EZ46PY
256 289 14860 AU72UX
385 254 14819 LD14JR
391 395 13796 QA04JR
398 378 15048 JG82XI
278 386 16833 SX70RY
398 378 15048 VO15QG
360 331 15444 BT22MP
382 304 14967 CI83GZ
398 378 15048 VG43ZE
382 304 14967 MW60ZS
258 289 14932 QO22VN
388 268 14521 DN48YB
292 289 14548 FR23ZR
393 377 16543 LR52XU
376 262 16090 SX47AC
398 378 15048 TT32FA
292 316 16581 WC87WV
335 265 15168 KR70CO
360 331 15444 DG33GP
366 375 15556 OX90UY
393 377 16543 CK81FD
288 346 13476 CL70SH
258 289 14932 HT33SP
285 258 13044 HC67AS
378 272 15057 VW98PL
253 386 13481 QZ51BL
335 265 15168 FH91EC
397 321 13931 JS37ZZ
310 387 14105 OX80WZ
385 254 14819 JZ95DF
391 395 13796 DS56YX
296 271 13742 HQ05WN
393 377 16543 NK87CA
388 268 14521 BY62XV
258 289 14932 JE42ZV
287 304 15787 IZ94BD
256 289 14860 QJ37EI
285 258 13044 VE06FK
310 387 14105 NC70YV
288 346 13476 GU81II
394 379 13241 TA35JN
325 316 13378 SG66CR
394 379 13241 WI51UM
265 274 14952 KT67KX
343 277 15226 RS58QB
268 346 14777 AP58DL
292 316 16581 EG11HP
376 262 16090 KW54GF
388 268 14521 CD04ZJ
255 275 13025 IB16RR
370 366 13618 DL62CZ
360 331 15444 TV24LP
388 268 14521 IB02NR
365 301 13406 AH66WO
335 265 15168 XZ47ZG
292 316 16581 KT06ZL
365 301 13406 YN24WB
397 321 13931 RU99DZ
335 381 15531 SG67AO
393 377 16543 TK57HG
365 259 16982 SE48XV
256 289 14860 VW80AS
366 375 15556 MW84MM
287 342 15977 EM77JQ
393 377 16543 AE75YY
262 384 15363 PY45GU
285 258 13044 ZA37SN
328 398 13956 TN84LW
378 272 15057 DF22IJ
335 383 16287 ZS75EP
292 316 16581 JV57NH
335 383 16287 PF90TI
325 316 13378 QJ68FY
287 304 15787 NI79HV
262 389 15106 UG46ZM
385 254 14819 UP17KM
388 268 14521 ZD13OF
255 275 13025 JL11RO
343 277 15226 RT68EF
278 386 16833 NI59EW
360 331 15444 XV09DN
360 331 15444 LU19WF
268 346 14777 LM42MC
335 265 15168 ZY45OX
325 316 13378 RS20FW
343 277 15226 UE34FR
365 301 13406 CF41YS
344 306 14015 LH54NR
365 301 13406 CC69LI
335 381 15531 UM06YO
393 377 16543 HA40IL
292 289 14548 EE45QY
255 275 13025 SF55YU
253 386 13481 TK19BL
394 379 13241 IN43BK
328 398 13956 YL64JI
308 371 13865 MF64FJ
287 342 15977 JJ19UU
397 321 13931 RR86HY
309 377 15136 VI74AX
355 322 13718 HW27BS
310 387 14105 JD08EJ
382 304 14967 SW96LX
277 399 14862 YI14LP
262 384 15363 QL20DK
325 316 13378 FA86ZQ
259 354 13356 QI78ED
278 386 16833 UR96KB
328 398 13956 RD78PW
308 371 13865 FA84LT
328 398 13956 WS35IM
343 277 15226 DL55EC
281 287 14581 IF37ZU
368 308 16575 PR05QK
262 384 15363 JX90ZM
256 289 14860 BZ97QI
265 274 14952 SB13PR
310 387 14105 IR39SL
343 277 15226 HR40HX
394 351 15473 UE14SD
287 342 15977 AK22AR
253 386 13481 HL11BP
344 306 14015 SH73SB
325 316 13378 AV07UU
368 308 16575 SP07TA
344 306 14015 NF96ZR
325 316 13378 NM99WG
256 289 14860 BE18UH
265 274 14952 BJ77NA
308 371 13865 RH59UW
365 301 13406 TS31AK
382 304 14967 KK50TU
343 277 15226 BD96VV
287 304 15787 JO23BM
335 381 15531 QV58KQ
370 366 13618 HA52HW
265 274 14952 XT38XW
370 366 13618 CK18DA
370 366 13618 XF44AY
265 274 14952 RO08DT
296 271 13742 LZ95UJ
388 268 14521 UP97RK
310 387 14105 KL29GD
268 346 14777 GT50XK
368 308 16575 JM30IX
382 304 14967 SD03JZ
285 258 13044 HP55LL
292 289 14548 WW04ZT
368 308 16575 LX27QT
393 377 16543 MC31RQ
370 366 13618 OH37XW
328 398 13956 IP94IV
292 289 14548 NV05BZ
355 322 13718 QF91HW
344 306 14015 CX52OE
262 384 15363 KF22DC
370 366 13618 WQ40TX
328 398 13956 UN26IR
259 310 16154 GV43RW
378 272 15057 ZW78FH
256 289 14860 NQ27WB
335 265 15168 TC85WU
287 342 15977 MJ25BJ
335 383 16287 JY31TB
277 399 14862 VW56ZJ
395 315 16790 RF55DX
385 254 14819 XG63KW
258 289 14932 LP10PR
253 386 13481 TG58IB
268 346 14777 AF73IR
394 379 13241 MS45GA
370 366 13618 DV70LM
335 381 15531 QA89XF
287 304 15787 MF19XX
309 377 15136 YW05YK
325 316 13378 WX97IO
292 316 16581 EM45DB
281 287 14581 OW78WM
292 289 14548 OQ33NT
292 316 16581 RR15HZ
262 389 15106 OL84GV
378 272 15057 UN08AW
308 371 13865 LY67TB
256 289 14860 OH38MI
285 258 13044 GA30TL
335 381 15531 RR57LY
394 379 13241 YE78FI
388 268 14521 VF26LI
262 389 15106 DP89OM
336 345 14342 UT59UJ
385 254 14819 YY48CJ
325 316 13378 BE24TM
262 384 15363 DV80JK
265 274 14952 VU13GC
344 306 14015 NW89ML
328 398 13956 TZ77BU
343 277 15226 IW04YP
388 268 14521 II63UR
335 265 15168 CA20EP
308 371 13865 EJ57FV
370 366 13618 EG30CT
285 258 13044 AV52GK
343 277 15226 NH58NX
281 287 14581 TT25VN
287 304 15787 OG35MV
394 379 13241 VG69ZQ
397 321 13931 VD06QY
395 315 16790 GM36XM
376 262 16090 GR33SM
287 342 15977 RU22LC
258 289 14932 PO00SI
262 384 15363 VJ91FE
277 399 14862 WR73MR
343 277 15226 SU78CS
365 259 16982 SK49BO
343 277 15226 WU51BX
385 254 14819 SV45DS
277 399 14862 WR99WN
309 377 15136 ZW85UG
292 289 14548 UQ97KO
388 268 14521 QP44BP
394 379 13241 FJ75OB
388 268 14521 WX07YS
343 277 15226 NQ72BN
398 378 15048 ZL21QO
365 301 13406 VE61TU
287 304 15787 KB44ZA
376 262 16090 VI08HH
376 262 16090 EN40ZY
265 274 14952 EZ32ZQ
398 378 15048 GN70BD
343 277 15226 WB31DF
394 351 15473 ZR04NJ
288 346 13476 UU26CI
344 306 14015 RA18FA
378 272 15057 ZG28GR
310 387 14105 BC49CW
366 375 15556 VE39CL
259 354 13356 TE60BN
370 366 13618 FV25GH
278 386 16833 JE06NL
288 346 13476 CT23OP
268 346 14777 BJ91IW
259 354 13356 KB35GP
281 287 14581 BB76MK
256 289 14860 JD99QU
365 301 13406 DW48WT
309 377 15136 DG59HK
395 315 16790 EX72ZT
292 316 16581 IN59AP
296 271 13742 SX23YK
268 346 14777 QA96JC
259 310 16154 VB86MZ
328 398 13956 VZ12WF
335 265 15168 VJ89EO
259 354 13356 KY07AO
