volume peso recompensa
26 22 1165
26 22 1513
3 16 1105
10 29 676
19 13 1688
26 20 971
26 22 1513
10 22 1694
19 13 1688
26 29 1233
10 13 347
13 6 1699
19 3 638
16 16 706
3 16 1391
19 16 1489
10 13 1315
20 23 1551
10 10 1285
22 25 1227
9 13 211
20 3 1785
6 19 406
9 22 452
13 29 626
19 13 1904
22 9 1805
6 29 1859
13 16 1894
22 28 347
10 29 1488
22 13 1897
19 16 1012
9 13 1442
13 16 1785
16 19 1193
20 10 1569
23 20 1786
29 10 1463
6 29 834
20 13 636
22 16 1598
26 22 1065
25 28 221
26 26 1170
23 20 1536
7 10 1672
13 6 1987
19 28 213
16 6 755
19 19 1956
26 29 610
25 22 580
25 16 620
16 23 746
10 23 1205
16 29 1730
22 10 1233
25 22 1331
6 3 1347
3 16 1456
29 16 1369
13 20 1951
28 6 1636
20 13 636
29 23 1148
10 16 1202
13 29 719
29 20 1972
20 23 1551
26 26 1170
19 22 1260
19 22 735
20 10 1663
9 25 849
29 16 1442
7 26 1257
19 3 1547
23 23 881
19 19 1990
6 29 1800
20 13 848
10 29 676
16 6 1332
29 29 969
19 26 309
3 16 1105
3 19 600
7 7 828
3 10 1791
19 16 1351
22 19 783
19 3 784
3 13 530
19 25 854
9 9 427
13 3 466
28 16 827
9 19 775
13 16 1894
25 13 609
19 13 1904
22 19 470
23 7 936
25 28 1909
20 23 1325
13 6 1475
28 6 1065
22 22 930
6 29 1859
13 6 490
16 16 772
6 22 666
6 6 1921
19 13 1784
3 23 571
22 16 1819
25 6 653
22 22 930
6 29 1859
19 26 836
7 23 1303
29 29 969
3 16 753
19 22 1200
13 29 1255
22 6 683
26 26 1790
26 29 267
6 22 666
23 20 1786
23 26 1594
6 19 486
28 16 827
28 6 1636
16 16 706
13 23 916
23 16 1918
22 3 1565
7 10 1672
22 22 626
19 26 836
19 6 1204
3 19 600
10 23 1205
22 28 1717
16 28 1821
25 25 371
23 16 868
16 10 1309
6 29 1800
19 16 1351
23 23 1366
19 6 1813
19 19 1956
6 13 1713
16 28 875
9 6 1467
13 29 626
16 20 816
26 6 774
7 23 1303
19 3 762
22 28 1717
28 9 1185
13 10 606
20 23 1551
16 29 1694
20 23 204
3 22 1662
3 13 633
26 26 1790
13 10 483
22 3 338
9 13 1442
7 10 801
3 19 952
10 7 1801
13 29 1255
26 13 1295
29 10 483
19 6 324
19 25 854
13 13 1714
10 29 676
13 26 1253
19 13 1688
3 3 715
13 16 1894
19 3 638
6 19 486
7 7 1524
13 23 1714
20 16 823
19 29 1523
28 6 707
28 22 330
3 13 751
22 16 982
9 9 427
20 20 418
29 20 1160
26 29 1233
19 10 1820
25 19 1753
3 3 1563
7 23 907
3 20 1645
3 19 901
16 29 1593
13 13 967
3 10 1475
19 13 1688
10 16 1202
7 20 1880
29 19 1268
3 16 1105
26 16 1296
16 26 1789
19 16 1351
3 19 952
26 16 403
13 6 1475
13 26 1639
3 19 1432
26 22 1165
25 22 580
13 9 1857
6 10 465
16 16 706
3 19 1432
25 16 1200
3 10 1475
20 13 636
10 13 414
19 3 762
10 26 1843
29 16 584
6 19 996
20 16 823
19 19 1990
6 6 1921
13 10 483
26 13 1295
19 16 1012
16 22 491
23 29 957
23 29 1789
26 22 1513
22 3 338
13 13 1710
19 19 873
6 6 1445
13 20 1925
6 16 618
16 19 1193
10 10 1856
19 3 638
6 22 794
29 10 243
26 6 1156
19 13 1904
19 22 735
20 23 1325
6 3 615
10 16 1202
13 13 1710
22 16 1598
9 22 452
19 6 217
29 10 1657
3 3 575
29 16 1442
6 29 1859
16 13 654
19 13 1688
20 23 1325
13 13 1710
22 25 1227
9 9 427
13 13 967
13 25 1467
23 23 1382
9 22 452
22 19 602
19 13 1688
22 10 1233
22 22 265
19 25 854
6 6 631
19 3 1547
3 19 901
23 7 983
6 19 1185
13 16 1894
3 20 1434
19 22 1719
29 20 1704
6 19 1243
19 6 324
29 26 719
3 3 1563
19 13 884
23 16 1918
22 16 1598
10 13 414
3 19 1928
10 29 1488
22 3 338
3 13 1907
16 28 1863
10 13 1315
25 6 216
6 13 1201
16 13 1718
26 22 1065
6 19 1591
6 22 666
3 3 355
13 25 550
13 16 1838
29 26 719
3 3 355
13 3 466
19 25 305
20 23 204
20 23 204
3 13 530
10 10 588
3 10 1791
10 29 676
6 29 834
7 10 1672
22 3 1565
7 7 501
10 29 676
20 26 1863
6 3 1347
13 23 560
16 16 706
6 13 1201
19 25 844
28 9 1185
19 6 1108
22 28 1002
16 3 477
16 22 491
25 16 1200
22 9 1509
7 23 907
3 3 715
22 29 1448
13 10 606
9 6 748
9 6 1467
6 3 1347
10 3 1641
3 19 952
26 26 716
3 13 530
3 19 600
19 22 691
29 10 243
20 16 851
3 16 501
13 6 1062
29 16 1051
22 13 709
19 19 1956
10 22 1694
3 20 1645
28 19 1240
13 22 590
22 16 1819
16 19 234
3 13 1210
10 10 1856
6 6 1058
22 3 338
19 13 1688
16 20 816
6 19 486
10 29 676
16 29 1694
13 23 916
20 16 851
16 6 1188
10 10 1285
6 16 618
26 19 1397
10 10 588
16 13 1477
19 16 1012
16 16 287
3 10 1791
16 23 746
26 20 1645
20 3 1785
16 3 477
28 6 1065
10 13 419
9 9 427
9 6 1467
9 13 211
20 13 636
25 22 861
6 22 666
22 29 1448
23 20 1786
19 28 512
10 6 1765
19 26 309
26 10 574
19 22 1260
7 23 1303
19 6 324
6 29 1800
29 16 1051
6 22 666
10 10 553
3 3 699
26 29 1233
26 6 774
7 13 1210
23 3 1396
13 6 223
29 10 1657
28 19 828
16 6 755
3 10 579
26 22 1487
23 13 206
6 19 996
25 28 1521
7 13 1210
25 13 609
7 13 734
19 3 762
19 13 1688
3 3 715
25 16 1200
7 29 743
6 19 486
23 23 881
16 13 671
3 10 1791
3 22 1768
13 6 223
19 3 784
23 26 1520
22 13 1897
13 25 1026
6 19 1243
26 22 1348
16 16 527
6 19 1243
6 13 1713
28 6 1953
25 16 1200
13 25 1026
13 16 1785
29 16 584
6 6 1445
29 16 1442
3 13 751
3 3 699
26 20 971
3 13 472
10 29 1488
3 10 579
3 23 1410
13 20 1925
16 10 1508
6 10 713
22 13 226
29 16 1051
28 22 1166
28 6 1636
7 7 501
23 23 1382
19 22 1897
16 3 477
19 22 1804
3 19 901
3 23 697
22 10 1848
25 28 1521
29 29 969
9 22 909
6 16 647
3 3 355
28 22 1166
6 19 1185
7 20 412
28 6 1208
26 6 1156
22 19 287
6 16 1023
29 10 1463
25 28 724
3 22 940
13 23 560
6 6 1921
28 9 1185
10 13 347
26 22 1165
22 16 1598
19 6 1204
25 19 1753
20 26 1863
19 9 1897
16 13 1477
10 6 1765
10 3 1886
16 20 816
26 7 618
26 10 574
16 29 1593
16 13 1718
9 22 909
19 6 217
13 10 606
9 25 1529
26 20 1645
16 16 287
7 23 907
6 3 1347
7 23 907
20 23 1551
16 10 1081
23 3 1396
26 26 1261
19 6 1204
