volume peso recompensa
16 6 755
22 16 1598
6 22 666
6 29 1800
13 29 626
22 19 602
26 26 1261
20 20 418
6 19 1591
7 7 501
3 20 1263
13 29 719
16 20 816
26 26 1790
13 22 590
23 20 1786
7 13 734
3 22 1768
3 10 579
29 19 1268
28 19 1240
13 13 1679
3 16 1105
16 16 287
13 6 1987
20 7 386
10 3 1886
19 16 1489
25 22 861
13 3 699
10 6 542
3 16 753
13 6 1699
16 3 1518
10 13 419
25 22 861
13 3 455
25 28 221
13 23 560
26 6 774
7 13 1210
10 13 347
9 6 748
9 16 814
6 6 1921
13 3 621
9 19 1281
23 26 1594
19 13 1784
13 23 916
10 23 1205
6 16 618
16 29 1593
28 25 952
10 29 1194
16 16 706
9 6 748
6 10 465
20 10 1569
6 3 1176
16 16 287
20 13 636
26 16 1303
29 10 1657
28 19 1240
25 13 609
16 3 704
6 19 1591
10 6 542
25 28 1909
7 10 801
28 6 1208
7 20 412
16 13 1477
7 26 1257
22 3 1492
25 22 1331
10 3 1886
13 3 795
19 22 735
26 10 574
3 19 952
13 23 916
26 6 1627
19 13 1875
22 9 1805
16 28 1821
3 22 1662
7 10 801
3 7 1565
19 6 1108
28 25 952
22 9 1509
16 3 1518
13 3 621
20 16 851
7 7 1524
19 22 1719
26 22 1348
13 3 466
3 13 530
7 7 828
3 13 1306
3 13 355
23 26 1913
6 3 1347
7 26 634
26 29 1233
16 13 654
22 3 480
29 26 1522
23 20 437
9 9 427
25 6 653
26 6 1156
3 13 355
7 13 898
16 3 836
19 29 1523
20 16 823
3 22 1768
3 16 1456
6 29 1859
16 29 1083
6 10 465
13 20 1925
25 13 609
16 3 262
22 29 1500
6 16 618
20 13 848
16 6 1188
3 19 1432
10 3 547
20 10 1569
25 6 647
7 26 634
26 16 1303
22 19 783
13 25 1026
3 7 1565
7 20 1577
28 9 1185
7 29 743
25 13 609
29 10 243
20 23 1325
26 22 1165
16 16 287
25 19 1753
9 16 814
16 16 706
3 16 501
23 16 1918
26 22 1628
3 10 984
16 3 279
13 23 560
7 23 907
26 26 496
7 3 1823
22 28 1002
3 16 501
13 6 580
10 26 1843
16 3 227
25 28 1909
13 10 1614
19 13 1784
3 3 355
25 28 521
28 6 707
13 10 738
23 3 1396
3 22 1662
26 19 244
28 6 707
3 20 1263
7 7 501
3 3 575
25 28 521
28 6 1208
23 29 1789
19 25 854
19 22 1804
19 6 1813
16 29 1730
3 19 600
19 25 854
26 10 574
25 22 471
29 10 243
23 3 1396
9 22 909
10 10 1285
25 28 1521
3 13 633
16 3 836
26 26 496
7 3 1607
10 29 676
9 9 1137
13 25 550
7 26 1257
3 13 355
7 20 1241
19 6 217
7 7 501
13 3 795
3 13 530
26 26 716
13 6 1062
3 20 1645
13 26 1639
19 22 1200
6 19 1243
10 7 1801
26 26 1790
19 6 324
19 28 213
16 13 1718
3 13 355
25 13 609
23 26 1594
22 16 1598
22 25 224
3 3 355
29 26 1724
25 16 620
6 26 1143
29 26 1522
23 3 1396
13 10 483
16 20 816
16 29 1593
3 10 1791
25 22 580
26 22 1628
13 3 690
7 13 734
13 6 1062
22 22 930
3 19 901
29 10 483
13 20 1951
7 10 1672
22 29 1500
7 3 1607
13 3 466
10 13 1315
23 7 983
26 29 267
26 22 1513
22 16 644
29 10 1657
16 16 527
16 10 1081
13 10 606
6 29 1859
7 13 734
23 29 957
19 29 1523
10 26 410
7 20 1880
26 22 1165
10 26 410
29 20 1160
13 29 626
23 29 1232
13 3 690
22 28 347
19 25 1263
29 10 1463
28 6 1065
29 16 584
13 23 916
26 26 496
16 3 477
19 13 884
26 7 738
13 16 1838
7 13 734
20 10 1663
16 22 491
16 19 1873
26 26 716
13 6 1475
16 26 1789
7 10 1672
25 28 221
28 22 330
19 6 1813
29 10 1657
23 23 1382
13 3 621
10 7 1801
28 19 828
9 16 814
10 3 1641
16 29 1083
25 13 609
16 29 533
22 19 470
16 10 396
3 13 1889
13 25 550
19 19 873
10 29 676
13 3 203
10 10 1856
28 6 1636
13 6 580
3 19 901
22 28 1717
19 19 1990
13 20 1951
6 10 465
20 10 1663
19 6 1108
22 13 293
19 22 735
28 6 1953
3 9 1558
10 6 542
13 23 1714
22 25 914
29 22 561
25 6 647
22 25 914
13 16 1838
16 29 533
22 13 667
20 7 386
20 13 1542
10 7 1801
13 26 396
16 28 1821
19 22 1804
26 19 1397
10 23 1205
16 13 671
20 13 1054
29 16 1442
28 16 827
29 23 1148
23 3 1396
22 10 1079
20 10 1663
7 26 1257
9 25 849
22 25 914
7 20 1880
29 10 1657
19 28 486
13 3 203
29 26 1522
3 23 571
26 29 267
19 22 1804
19 16 1351
26 26 1170
3 16 1796
3 16 501
13 25 1026
13 16 1838
22 22 318
28 6 707
13 25 550
16 28 935
19 22 1440
20 23 1325
22 22 626
25 6 647
22 13 293
19 19 1437
9 19 775
29 20 1160
7 7 1524
25 19 1889
28 6 1953
23 23 1382
19 22 1200
16 16 287
7 20 1241
16 13 1477
3 16 753
13 26 1639
22 19 470
22 16 1598
28 19 828
6 10 465
22 22 930
3 7 1565
23 20 1536
19 3 762
6 28 1820
13 26 396
9 22 452
13 3 690
26 6 774
3 16 1796
6 26 1143
22 16 1175
6 19 1243
26 29 1233
7 20 412
13 16 1785
19 22 1440
23 20 1786
19 19 1956
3 3 575
23 16 1936
10 26 1229
13 9 1857
19 19 873
22 13 1897
3 16 1796
22 19 602
3 23 697
6 6 442
3 3 1563
23 13 206
6 19 1185
13 10 483
20 23 1236
13 16 1894
26 6 1156
22 3 1565
3 13 1306
22 29 1448
10 3 1886
3 13 1907
6 16 618
29 26 1724
10 26 1843
19 6 324
3 20 1263
26 10 574
6 6 631
13 20 1925
29 26 1522
16 3 836
25 22 1331
26 22 1487
19 28 213
3 19 1432
22 13 293
16 28 935
28 9 1185
20 13 636
3 13 472
3 20 1645
20 16 823
29 22 561
26 16 403
3 23 571
6 16 618
10 3 1641
20 7 894
3 19 600
13 20 1925
3 7 1565
16 3 836
29 16 584
25 22 580
3 16 1391
25 28 521
13 3 621
6 22 562
25 22 861
3 3 699
16 29 1730
19 29 1523
13 3 466
26 6 1627
29 20 1991
26 20 971
13 6 1699
16 16 772
25 6 653
29 10 1657
13 9 820
26 13 1295
29 26 1522
19 19 1956
10 13 414
22 13 1897
29 16 1051
22 25 914
16 29 1694
22 3 338
19 3 784
16 16 878
10 19 1278
3 13 1889
23 20 1536
23 16 1936
16 6 1907
19 13 1904
23 20 1536
13 29 626
16 22 1579
25 28 521
26 26 1170
19 13 1537
13 26 1073
16 13 671
22 9 1509
20 13 636
25 19 1889
22 13 709
26 26 496
9 25 849
28 25 952
13 26 1639
22 22 626
26 16 1296
10 16 1202
22 13 709
22 28 347
19 13 884
16 19 234
20 13 1054
3 3 1563
3 13 1502
10 22 1694
25 22 861
23 20 1786
16 29 1002
6 26 1143
6 26 1291
13 6 1062
3 20 1263
10 13 414
23 26 1594
16 6 1907
3 19 901
16 16 772
3 13 1889
19 16 1319
9 25 849
7 3 1823
19 25 854
16 3 262
25 22 580
22 28 347
3 16 1391
19 13 1040
13 10 738
13 10 629
23 29 957
13 16 1785
16 6 1332
7 23 907
29 23 1148
13 26 396
13 16 1838
3 20 1434
19 22 735
23 23 1366
23 16 1918
28 9 1185
16 13 707
7 3 1607
3 19 600
22 9 1805
13 10 1614
16 29 1730
23 16 1918
19 3 1982
22 19 602
20 7 386
29 16 584
22 19 470
22 13 226
9 6 1467
29 23 1148
3 3 699
13 26 396
20 13 1542
29 29 1019
10 10 1285
16 29 1739
10 6 1747
6 16 1023
25 6 647
28 16 827
20 16 823
20 7 894
26 19 244
19 22 691
6 10 713
20 7 894
23 16 1918
10 29 1488
19 6 1108
3 20 1263
16 3 279
7 10 1672
22 28 1002
3 19 600
19 26 836
16 3 262
10 23 1205
28 19 1240
3 13 751
20 23 1236
19 22 1200
16 10 1309
6 26 1291
7 20 412
22 29 1448
22 9 1805
26 26 716
19 3 1982
16 19 1193
28 19 1240
19 19 1956
19 22 1260
23 7 936
13 13 1008
6 10 1572
10 16 1202
9 25 1529
29 19 1268
16 10 1508
3 19 1432
10 10 1285
13 13 1008
20 20 418
29 20 1972
3 16 220
9 9 427
25 28 1521
26 20 971
3 13 1907
19 13 1537
3 19 901
16 16 527
19 22 1719
16 29 1002
26 19 1397
25 28 221
9 13 211
22 19 602
23 20 1536
26 20 1645
29 29 1019
10 19 1278
22 16 1598
23 20 437
6 22 562
3 19 901
9 25 849
19 16 1319
19 28 486
9 25 849
20 10 1663
29 20 1991
16 10 1081
19 22 1440
13 3 690
16 28 875
28 19 1240
23 23 881
29 26 1724
22 3 1492
13 23 560
26 22 1513
29 16 584
13 23 560
29 13 1014
6 10 713
7 20 412
26 22 1628
9 22 909
3 19 600
28 16 827
20 23 1551
25 28 724
16 19 1193
22 19 470
23 20 437
6 10 713
28 25 952
3 23 1410
19 6 324
19 10 1820
19 25 854
19 26 309
6 22 794
6 16 1023
26 22 1513
6 10 465
16 29 1002
22 28 1717
6 10 1572
20 16 823
16 13 671
19 3 1814
19 22 1804
10 29 1488
19 16 1012
7 16 764
3 3 355
19 9 1059
23 16 1936
26 29 267
22 22 930
22 13 226
26 6 1156
3 13 633
6 6 442
6 19 406
26 19 1397
6 6 1921
29 26 1522
3 19 600
7 23 1303
6 13 1713
25 6 216
6 22 666
26 22 1513
29 29 763
25 19 1753
28 6 1208
13 26 1073
16 16 706
3 10 1791
6 3 615
22 29 1500
20 7 894
16 29 1730
16 6 755
23 23 1382
26 20 1645
6 10 465
25 25 371
10 23 1205
9 25 1529
3 3 355
22 19 470
16 28 875
6 3 453
16 3 704
25 19 1753
3 13 633
23 20 1536
19 9 1897
19 16 1319
13 3 795
13 3 203
19 28 213
3 19 1432
13 13 1710
22 9 1509
16 13 671
13 29 1255
23 23 881
7 13 898
10 10 588
20 13 1542
9 22 452
22 13 667
22 25 1227
16 29 1142
20 13 848
16 28 875
22 25 224
13 23 1714
7 10 801
13 10 1614
7 13 734
3 23 571
3 23 697
26 26 496
3 3 355
25 22 471
20 23 1551
3 19 1432
6 19 1243
7 26 634
9 13 211
26 20 971
3 10 579
16 13 1477
7 16 764
10 10 588
6 3 615
3 23 697
22 13 293
19 9 1059
13 26 1253
3 3 715
29 26 1724
22 19 602
28 6 707
10 26 1229
22 13 293
6 13 1713
28 22 330
26 20 1645
25 28 724
7 26 634
7 26 634
26 29 610
13 10 483
7 7 828
29 26 1724
23 13 206
7 23 1303
7 16 789
3 19 952
19 13 1904
23 26 1913
25 13 546
22 28 347
3 13 1907
26 22 1513
25 6 647
16 16 772
22 13 226
23 26 1913
3 3 1563
22 16 1598
9 6 1467
23 16 1918
3 23 571
19 13 884
7 3 1607
19 13 1784
23 7 983
13 23 1714
6 10 465
22 22 626
16 3 477
19 16 1351
6 6 1058
13 6 1699
29 16 1369
28 16 827
13 10 738
3 9 1558
6 6 442
3 20 1434
16 3 262
29 29 1019
22 22 626
19 13 1537
25 22 580
9 6 1467
10 26 1229
3 3 1563
16 10 396
26 19 1397
9 25 849
3 13 1210
26 16 403
10 10 553
13 26 1639
25 22 580
28 6 1636
9 16 814
26 19 1397
26 22 1348
16 29 1002
26 13 1295
22 16 1175
22 13 293
26 7 738
23 23 1366
10 10 1285
10 26 1229
22 10 1233
9 6 748
10 29 1488
22 28 1717
3 16 1105
29 20 1704
26 20 1645
3 10 1791
3 3 699
13 10 483
25 25 371
10 29 1488
3 3 575
16 29 1142
29 26 719
26 22 1065
7 13 1210
19 6 1108
13 10 738
10 19 1278
7 13 1210
6 3 615
10 19 1278
23 16 1936
22 28 347
6 26 1291
20 23 1236
7 20 412
6 19 406
16 29 1142
6 6 631
23 26 1594
25 16 620
16 22 1579
25 6 653
29 29 763
22 16 1175
22 6 683
7 7 828
20 10 1663
6 19 1591
16 29 533
29 20 1972
20 7 386
13 13 1710
20 23 1551
26 26 1790
26 22 1487
9 16 814
20 20 418
19 3 762
10 7 1801
9 25 849
19 9 1059
13 23 1714
3 16 1796
26 22 1487
23 20 1786
26 6 774
20 13 848
22 10 1079
20 13 848
3 13 1889
13 26 396
16 26 1789
3 23 697
3 23 1410
13 16 1785
19 13 1040
16 20 816
29 10 483
23 23 881
20 26 1863
28 25 952
29 22 561
16 3 477
13 20 1951
29 10 243
16 16 287
13 16 1838
3 3 699
10 6 1765
19 22 1719
23 13 206
10 13 414
25 28 521
3 10 984
13 29 719
7 3 1607
22 16 982
13 3 203
13 10 1614
3 3 1563
13 10 629
26 7 738
6 29 1859
26 29 610
23 3 1396
19 26 836
10 26 1843
26 22 1513
25 22 861
19 25 305
23 13 206
13 23 916
23 23 1366
10 10 1285
20 26 1863
28 25 952
22 16 644
23 3 1396
3 23 697
7 13 734
3 13 1889
3 20 1434
19 13 1784
6 22 794
9 19 1281
20 7 386
19 13 1040
13 26 1639
10 6 1747
10 22 1694
22 19 783
6 6 779
9 25 1529
9 25 1529
19 6 1108
6 16 618
22 16 1598
10 29 1488
16 26 1789
16 3 477
29 10 1657
26 22 1487
3 20 1434
25 28 221
23 7 936
22 9 1805
6 6 1921
22 9 1509
6 10 1572
29 10 1463
26 22 1628
6 29 1800
3 16 1796
26 29 610
29 16 1369
13 13 967
13 6 223
23 16 1936
3 16 753
16 10 1309
9 6 1467
7 13 734
13 10 606
13 10 1614
28 6 1636
6 3 615
16 3 836
23 29 1789
6 6 1445
19 6 217
19 13 1784
19 19 873
22 10 1233
28 22 330
6 10 1572
22 3 480
10 26 410
10 19 1278
20 3 1785
7 3 1823
22 10 1079
19 25 854
22 10 1079
3 23 571
16 16 527
19 22 1440
10 10 588
20 13 636
16 26 1789
13 26 1253
19 22 1804
6 6 564
9 13 1442
28 6 1208
16 29 1142
13 23 916
26 7 618
22 29 1500
13 6 1062
22 13 293
28 25 952
29 20 1704
23 23 1382
29 26 719
16 3 262
19 19 1956
29 10 483
20 23 1325
25 16 620
7 23 1303
13 6 490
7 7 1524
13 26 1253
23 16 868
6 29 1800
23 16 868
13 20 1925
23 26 1913
23 29 1789
13 23 1714
20 10 1569
3 10 579
23 26 1594
7 7 501
13 6 490
22 29 1500
26 6 1156
20 20 418
19 6 1108
23 29 1789
19 6 1204
13 6 580
22 22 930
23 29 957
7 26 1257
16 10 1309
29 23 1148
26 16 403
28 9 1185
3 13 1210
26 29 1233
20 23 1236
6 3 453
13 20 1925
7 10 801
16 28 935
25 13 1251
6 16 647
22 19 1628
25 13 1251
7 7 828
6 22 666
13 13 1710
13 13 1714
3 9 1558
29 10 243
25 25 371
6 6 1445
26 26 1170
22 28 1002
29 23 1148
26 22 1487
19 25 305
22 3 1492
20 3 1785
10 10 1285
28 6 1208
16 6 1907
13 6 490
25 13 609
16 28 875
16 29 1730
25 13 609
23 13 206
23 20 437
16 23 746
10 10 1285
23 20 437
19 3 762
3 3 355
22 19 470
29 29 969
3 3 699
22 13 709
13 3 621
16 13 1477
6 3 1176
19 10 1820
20 10 1569
10 26 1843
26 22 1487
22 10 1233
3 16 501
6 19 486
22 22 265
13 13 1710
25 19 1889
19 16 1319
3 23 697
29 19 1268
7 20 1880
16 29 1730
23 26 1913
22 19 470
19 22 1260
29 10 1657
13 16 1838
13 16 1894
6 3 1176
22 25 224
