volume peso recompensa
16 16 287
20 23 1325
13 3 455
13 10 483
13 10 1614
19 22 1440
3 16 1796
29 29 969
25 16 620
13 26 1639
16 29 1083
22 13 709
13 13 1679
13 9 820
25 6 647
16 28 875
3 13 685
3 13 751
28 6 1636
7 20 1241
3 10 1475
22 13 667
7 23 907
9 13 1442
19 6 1108
16 3 477
10 6 542
26 6 1627
19 9 1897
13 23 560
19 22 1260
29 20 1160
6 13 1201
3 13 1907
22 9 1805
20 16 1200
9 22 909
3 23 697
25 28 1521
10 6 1747
19 6 217
10 3 1641
19 25 305
7 20 412
19 22 1440
20 23 204
13 13 1714
13 6 1062
29 29 763
19 22 1719
9 6 1467
13 3 455
16 28 935
3 16 501
16 16 287
16 13 671
19 16 1489
20 10 1569
13 13 967
6 19 1185
6 10 713
3 19 901
7 10 1672
26 26 1790
19 3 784
3 13 751
10 7 1801
19 13 1537
10 13 414
3 16 1456
22 29 1448
16 23 746
16 29 533
10 26 1229
16 13 654
19 22 1804
16 19 1193
13 26 1639
29 20 1704
6 16 1023
10 29 676
13 26 1253
13 6 223
19 22 1440
26 22 1487
23 23 1366
29 16 584
3 16 1456
3 19 1432
28 6 1208
19 22 1260
10 29 676
22 10 1233
3 16 753
13 10 738
25 13 1251
10 23 1205
7 10 801
19 22 691
19 6 1108
19 13 1875
3 10 579
7 13 1210
6 16 1023
23 26 1594
23 13 206
10 29 1194
16 19 234
10 6 1747
16 22 1579
28 22 330
7 3 1607
19 6 1813
9 9 1137
16 6 1332
25 13 546
22 16 644
6 16 618
29 16 1369
16 22 491
26 16 1296
9 13 211
20 23 204
16 16 527
22 28 347
6 3 453
22 10 1233
16 10 1309
10 13 419
7 16 764
19 19 873
19 6 1108
19 19 1956
20 7 386
19 22 1200
20 3 1785
19 22 1804
6 6 564
6 10 1572
13 10 1614
13 10 1614
22 6 683
20 23 1551
9 13 211
16 29 1593
3 22 1768
7 16 764
23 20 1536
20 13 848
20 7 894
7 20 1880
13 16 1838
19 19 1437
10 29 1194
10 19 1278
29 16 1369
3 16 1796
10 29 676
13 6 580
13 22 590
29 10 1463
29 13 1014
3 16 501
22 19 783
7 20 412
16 29 1593
29 10 1463
10 3 1641
7 13 1210
29 23 1148
3 23 571
10 29 1065
16 29 1730
3 13 355
16 10 1508
25 13 546
9 6 1467
16 16 1633
20 16 823
10 3 547
10 19 1278
3 13 751
13 10 738
3 13 1306
28 19 1240
9 22 909
23 16 1936
6 10 465
13 20 1925
20 13 636
19 29 1523
20 10 1663
3 19 600
3 19 1928
16 29 1694
25 13 546
23 7 983
19 3 638
16 3 227
10 26 1229
13 9 1857
16 13 707
9 9 1137
25 28 1521
13 6 580
3 16 753
10 3 1641
22 10 1848
3 7 1565
7 26 1257
9 6 1467
7 20 1577
7 20 1241
28 19 828
28 19 828
19 22 1804
9 13 1442
29 19 1268
23 26 1594
25 22 861
22 25 1227
16 28 935
16 19 1873
9 6 748
29 16 584
19 19 1956
19 16 1012
20 20 418
23 20 437
16 29 1883
7 13 1210
25 22 580
22 19 1628
19 26 309
7 16 764
26 13 1295
3 10 984
3 13 1210
29 16 584
22 19 287
13 10 483
28 16 327
16 29 1593
9 13 211
29 29 969
19 22 735
16 22 491
16 3 262
13 25 1026
19 25 1263
10 10 1285
29 16 1442
7 26 634
16 6 755
7 16 789
19 3 1547
3 3 355
25 22 1331
10 26 1229
6 22 666
7 20 412
16 6 1907
9 19 1281
29 16 1442
19 16 1319
16 10 1508
22 16 1819
29 10 483
25 6 216
20 13 1054
10 26 1229
10 26 410
6 13 1713
22 10 1848
26 26 1790
16 3 1518
29 20 1991
6 6 779
3 3 715
16 3 1518
28 25 952
13 6 1062
22 13 709
23 16 1936
3 13 530
20 10 1569
16 29 533
3 20 1434
10 16 1202
6 22 597
29 20 1704
9 6 1467
22 28 1717
28 6 707
10 13 414
3 10 1791
3 22 940
7 13 1210
9 6 1467
20 23 1551
16 22 491
22 9 1805
13 3 455
7 20 412
22 10 1079
16 10 396
25 16 1200
3 20 1645
3 13 1889
10 13 1315
3 9 1558
6 22 666
3 10 984
26 19 1397
13 3 795
26 6 774
22 22 265
13 6 490
25 28 724
7 20 1880
19 13 884
16 10 1309
9 22 909
29 26 1724
3 19 952
19 19 873
6 3 615
6 22 562
10 7 1801
3 19 901
7 10 1630
19 28 213
19 3 1547
20 16 823
22 16 1598
29 10 1463
10 13 414
19 6 217
13 6 223
23 26 1594
3 10 984
13 6 1062
7 20 1577
16 28 1821
22 9 1509
7 26 1166
6 28 1820
28 6 1065
19 3 1547
10 6 1747
7 23 907
9 13 1442
29 20 1704
25 13 1251
13 10 738
22 9 1509
22 28 347
13 26 396
26 6 774
26 6 1156
16 3 704
22 19 602
3 7 1565
9 9 1137
28 6 1065
3 16 220
10 3 547
25 28 521
16 16 287
20 16 823
25 28 221
13 29 719
28 9 1185
16 22 1579
13 10 483
10 16 1202
13 23 1714
28 6 1065
10 16 1202
16 3 227
25 19 1753
6 19 1185
28 16 827
26 29 267
25 6 647
16 19 1193
16 29 1002
19 13 1784
19 25 305
20 23 1551
19 13 1875
26 26 496
26 7 738
6 19 1591
3 23 571
26 22 1628
25 19 1753
6 19 996
19 3 1982
10 6 542
26 6 1156
26 22 1348
9 22 452
7 29 743
16 3 836
13 29 719
20 7 386
28 9 1185
20 23 204
26 26 1790
10 29 1065
20 7 386
10 19 1278
7 23 1303
10 10 553
6 29 1800
19 22 735
19 6 217
7 20 412
6 3 1347
6 6 564
19 19 1956
16 26 1789
16 23 746
22 25 1227
26 6 774
29 10 483
9 9 1137
7 10 801
10 13 1315
6 6 1058
19 6 217
20 3 1785
22 3 1492
23 23 1382
25 16 620
13 26 1073
9 22 452
16 10 1508
19 22 1719
13 6 490
16 13 1477
23 16 1936
7 26 1166
3 22 940
19 22 1719
10 13 419
22 19 1628
16 16 878
19 25 305
7 13 898
7 3 1823
10 23 1205
13 22 590
28 16 827
6 13 1201
10 6 1747
19 25 844
22 6 683
22 22 318
6 10 1572
19 19 873
13 26 1253
7 3 1823
16 3 1518
26 19 244
3 20 1434
16 3 477
22 22 930
13 16 1838
6 22 666
10 10 553
22 29 1448
3 16 753
10 3 547
9 13 1442
25 28 521
22 6 683
25 28 521
6 29 1859
10 22 1694
29 10 243
29 16 584
22 22 626
7 29 743
3 13 1889
10 16 1202
28 16 327
7 20 1880
19 19 1956
29 10 1657
16 29 1883
19 28 512
29 20 1972
3 22 940
16 3 227
13 10 738
16 3 836
22 13 709
25 25 371
28 22 330
29 20 1160
20 13 1542
16 29 1142
22 29 1500
16 10 1081
22 25 914
25 25 371
10 26 1843
20 3 1785
22 10 1848
6 13 1201
22 19 1628
3 10 1791
10 3 1641
13 10 606
10 29 1065
19 29 1523
3 16 753
29 20 1160
22 9 1805
26 29 1233
6 19 996
19 10 1820
10 3 1641
19 25 1263
10 26 410
19 19 1437
3 7 1565
16 29 1883
28 22 330
3 19 952
13 20 1925
19 26 836
13 6 1987
9 19 1281
10 3 547
19 19 1956
6 28 1820
22 10 1848
22 19 602
3 19 1928
22 13 293
16 16 706
16 28 1821
22 16 1598
23 29 1789
16 23 746
3 23 571
16 16 878
13 6 1699
26 26 1261
16 16 772
23 20 437
6 6 1058
10 3 1886
16 28 875
7 23 907
7 20 1577
6 10 465
19 3 784
9 16 814
22 16 1175
29 16 584
3 10 579
16 26 1789
6 28 1820
3 13 1210
6 16 1023
22 3 480
6 19 996
6 22 562
16 29 1002
10 29 1194
26 22 1487
13 6 1699
16 10 1309
6 19 486
7 20 412
6 19 1185
22 6 683
7 26 634
29 16 1442
16 16 527
26 13 1295
29 16 1442
9 13 211
25 19 1753
10 29 676
23 23 1382
25 13 1251
10 3 1886
10 29 1194
16 13 1718
16 10 396
16 3 262
20 10 1569
10 13 347
6 13 1201
3 13 633
25 6 653
13 10 1614
26 6 1627
6 13 1201
10 3 1641
10 10 1285
7 23 1303
6 10 1572
10 7 1801
29 10 243
13 3 466
16 16 287
26 6 1156
28 9 1185
22 10 1848
29 10 483
9 22 909
13 23 1714
3 16 1456
3 23 697
19 13 1784
7 20 1577
10 13 414
29 23 1148
13 10 606
9 16 814
16 3 836
19 13 1875
16 22 491
6 26 1143
10 6 1765
19 25 305
13 6 490
10 26 1229
25 22 580
19 26 309
16 29 1739
13 6 580
3 13 355
22 16 1175
16 19 1193
3 3 1563
3 22 1662
7 29 598
16 22 491
26 6 774
10 3 547
9 19 775
13 6 1062
10 29 1488
13 6 580
3 3 699
13 13 1679
25 16 620
6 16 1023
10 3 547
7 26 1166
7 3 1607
28 6 1208
7 10 1672
6 6 1921
16 19 234
22 16 1175
3 19 1928
16 20 816
16 16 706
7 20 1241
7 3 1607
16 6 1907
6 22 666
13 29 626
22 25 914
26 20 1645
6 22 597
3 19 952
3 9 1558
25 28 724
10 7 1801
26 22 1513
3 13 1907
7 10 801
6 10 465
23 16 1936
3 19 901
6 13 1201
16 6 1188
3 13 1313
3 16 220
13 25 550
26 22 1513
26 26 1170
25 22 861
22 28 1002
29 29 763
13 16 1838
10 13 419
19 13 1040
6 6 1058
16 3 227
7 26 1257
13 10 483
13 13 1679
22 9 1805
13 6 1987
6 6 631
3 16 1105
16 22 1579
22 22 265
16 26 1789
10 6 542
23 29 1232
13 16 1785
6 3 453
16 29 1739
22 13 293
13 3 621
3 7 1565
29 20 1972
29 19 1268
29 20 1160
13 26 396
16 6 1332
25 19 1753
19 13 1688
6 13 1201
19 6 1204
20 16 851
29 10 243
13 13 1679
